rowid;latitude;longitude;target;dbuiltup;dforest;drecreation;dbrr;dwrl;dwrn;dwrr;dcamping;dcaravan;dcross;dgolf;dheem;dhaven;dsafari;dwater;attr;dbath;lu;lc;maxmeanhaz;maxstdhaz;exp
17.0;197506.905370844;307608.746803069;1;0.0;351.0;1384.0;1727.0;305.0;3871.0;1276.0;263.0;2011.0;15499.0;24845.0;8476.0;25155.0;3307.0;24682.0;1001.0;-1.0;4946.0;51.0;2.0;0.0;6.0
19.0;199321.466667335;307667.866662881;2;0.0;914.0;167.0;1028.0;300.0;4761.0;1167.0;300.0;1436.0;15755.0;20761.0;6430.0;23604.0;7937.0;20531.0;315.0;-1.0;8604.0;51.0;45.0;0.0;6.0
35.0;191500.0;308500.0;1;1.0;1723.0;200.0;1469.0;556.0;1568.0;418.0;1063.0;189.0;18469.0;16598.0;3447.0;23350.0;14518.0;15726.0;651.0;5.0;14799.0;51.0;1.0;0.0;6.0
37.0;193500.0;308500.0;1;1.0;1999.0;226.0;400.0;756.0;38.0;429.0;119.0;441.0;19504.0;15554.0;4256.0;23472.0;16458.0;14444.0;68.0;5.0;16652.0;78.0;45.0;0.0;6.0
38.0;194496.505376344;308503.817204301;1;0.0;2536.0;263.0;92.0;1208.0;90.0;513.0;90.0;96.0;19584.0;15115.0;4010.0;23514.0;17271.0;13901.0;228.0;5.0;17425.0;51.0;45.0;0.0;6.0
39.0;195509.741283765;308565.775777385;1;0.0;1311.0;0.0;1949.0;1415.0;78.0;107.0;2047.0;1770.0;20175.0;14588.0;1961.0;24327.0;19696.0;13031.0;1396.0;5.0;19128.0;60.0;11.0;0.0;6.0
40.0;196500.101874137;308500.103321221;2;1.0;929.0;0.0;1497.0;803.0;25.0;302.0;1652.0;1137.0;20428.0;14492.0;1514.0;24641.0;20511.0;12823.0;676.0;5.0;19216.0;60.0;11.0;0.0;6.0
43.0;199338.372818044;308552.937918105;1;0.0;1643.0;265.0;1428.0;121.0;3273.0;1711.0;645.0;4305.0;16046.0;27655.0;9509.0;26491.0;2376.0;27531.0;500.0;4.0;4406.0;72.0;16.0;0.0;6.0
50.0;182834.972556001;309580.373831776;1;0.0;709.0;219.0;599.0;86.0;3253.0;605.0;84.0;2222.0;14893.0;25234.0;7973.0;24859.0;2081.0;25093.0;428.0;-1.0;3880.0;51.0;1.0;0.0;6.0
51.0;183500.0;309500.0;1;1.0;0.0;672.0;1209.0;85.0;3133.0;656.0;85.0;1419.0;14764.0;24415.0;7748.0;24470.0;2847.0;24264.0;448.0;1.0;4298.0;20.0;1.0;0.0;6.0
56.0;188500.0;309500.0;5;0.0;949.0;257.0;1192.0;945.0;2968.0;1182.0;252.0;1190.0;14330.0;21360.0;7454.0;22904.0;5934.0;21174.0;264.0;-1.0;6495.0;51.0;1.0;0.0;6.0
57.0;189500.0;309500.0;1;0.0;722.0;506.0;605.0;415.0;3243.0;996.0;99.0;603.0;14468.0;20904.0;7035.0;22792.0;6557.0;20709.0;539.0;-1.0;7064.0;51.0;5.0;0.0;6.0
61.0;193500.0;309500.0;2;0.0;729.0;451.0;894.0;33.0;4859.0;18.0;18.0;1022.0;15823.0;18189.0;3645.0;22402.0;10519.0;17823.0;337.0;5.0;10808.0;51.0;1.0;0.0;6.0
62.0;194500.0;309500.0;5;6.0;257.0;560.0;67.0;139.0;3977.0;166.0;485.0;1021.0;16159.0;17576.0;3011.0;22318.0;11395.0;17125.0;82.0;2.0;11639.0;51.0;1.0;0.0;6.0
63.0;195500.0;309500.0;4;0.0;906.0;0.0;655.0;321.0;2973.0;312.0;895.0;408.0;16436.0;16796.0;2329.0;22102.0;12348.0;16263.0;514.0;5.0;12516.0;60.0;11.0;0.0;6.0
73.0;180500.0;310500.0;1;1.0;1970.0;0.0;1299.0;1859.0;24.0;642.0;634.0;1306.0;19067.0;14041.0;2631.0;23134.0;18425.0;12698.0;764.0;5.0;18257.0;60.0;11.0;0.0;6.0
83.0;190500.0;310500.0;2;0.0;0.0;945.0;298.0;275.0;2065.0;275.0;320.0;2602.0;14193.0;25605.0;7483.0;24469.0;716.0;25491.0;109.0;0.0;2759.0;20.0;18.0;0.0;6.0
86.0;193500.0;310500.0;1;0.0;1391.0;344.0;941.0;207.0;2179.0;605.0;570.0;92.0;13614.0;23051.0;6560.0;23124.0;3327.0;22907.0;1030.0;5.0;4055.0;51.0;1.0;0.0;6.0
87.0;194500.0;310500.0;2;0.0;1630.0;811.0;879.0;158.0;1676.0;585.0;78.0;87.0;13270.0;22309.0;6222.0;22578.0;3967.0;22163.0;1598.0;-1.0;4411.0;51.0;1.0;0.0;6.0
96.0;179500.0;311500.0;2;0.0;739.0;69.0;645.0;358.0;4853.0;478.0;913.0;172.0;14932.0;17542.0;3148.0;21463.0;10368.0;17279.0;357.0;5.0;10464.0;51.0;1.0;0.0;6.0
97.0;180500.0;311500.0;8;16.0;406.0;0.0;506.0;440.0;3853.0;493.0;1310.0;436.0;15362.0;16850.0;2309.0;21398.0;11366.0;16489.0;339.0;5.0;11426.0;60.0;1.0;0.0;6.0
98.0;181500.0;311500.0;1;2.0;1045.0;225.0;200.0;93.0;2855.0;338.0;1403.0;194.0;15844.0;16189.0;1657.0;21379.0;12364.0;15723.0;128.0;5.0;12394.0;51.0;1.0;0.0;6.0
108.0;191500.0;311500.0;1;4.0;1058.0;0.0;1485.0;1038.0;79.0;79.0;935.0;1731.0;18145.0;13161.0;2592.0;22232.0;18359.0;11881.0;324.0;5.0;17325.0;60.0;11.0;0.0;6.0
119.0;180500.0;312500.0;6;0.0;89.0;1307.0;418.0;245.0;1311.0;293.0;1265.0;1599.0;13226.0;25121.0;6606.0;23589.0;364.0;25024.0;332.0;0.0;1759.0;51.0;18.0;0.0;6.0
130.0;191500.0;312500.0;2;0.0;0.0;306.0;335.0;91.0;1828.0;91.0;569.0;1239.0;12818.0;19977.0;6122.0;21216.0;6348.0;19814.0;589.0;5.0;6347.0;20.0;1.0;0.0;6.0
143.0;180500.0;313500.0;2;0.0;1527.0;810.0;680.0;23.0;4078.0;1625.0;2164.0;661.0;13623.0;17598.0;3818.0;20585.0;9310.0;17390.0;344.0;5.0;9246.0;51.0;1.0;0.0;6.0
149.0;186500.0;313500.0;1;1.0;1350.0;52.0;913.0;856.0;3075.0;1238.0;2334.0;934.0;14991.0;15437.0;913.0;20379.0;12287.0;15084.0;230.0;5.0;12193.0;51.0;5.0;0.0;6.0
159.0;196468.817204301;313523.655913978;4;1.0;657.0;760.0;605.0;134.0;21.0;134.0;2349.0;1627.0;17377.0;11899.0;2059.0;21580.0;19262.0;10525.0;39.0;5.0;16297.0;51.0;1.0;0.0;6.0
165.0;175513.579682093;314525.087492913;1;2.0;53.0;190.0;316.0;72.0;367.0;418.0;3136.0;1104.0;17648.0;11655.0;1427.0;21930.0;20258.0;10107.0;393.0;5.0;16331.0;51.0;1.0;0.0;6.0
166.0;176500.0;314500.0;1;0.0;532.0;578.0;191.0;66.0;313.0;313.0;3195.0;185.0;18112.0;11688.0;1037.0;22451.0;21170.0;9978.0;274.0;4.0;16598.0;51.0;1.0;0.0;6.0
170.0;180500.0;314500.0;1;0.0;3.0;1187.0;559.0;89.0;848.0;580.0;2045.0;1179.0;12002.0;23795.0;5248.0;22235.0;1256.0;23707.0;496.0;3.0;1338.0;20.0;1.0;0.0;6.0
180.0;190500.0;314500.0;1;3.0;302.0;472.0;165.0;464.0;424.0;252.0;1234.0;166.0;11697.0;20274.0;4830.0;20571.0;5227.0;20144.0;288.0;5.0;5126.0;51.0;1.0;0.0;6.0
193.0;176500.0;315500.0;1;0.0;976.0;0.0;911.0;562.0;3949.0;2440.0;2912.0;975.0;13126.0;16189.0;2842.0;19472.0;10222.0;15985.0;764.0;5.0;10072.0;60.0;11.0;0.0;6.0
204.0;187500.0;315500.0;1;0.0;284.0;1027.0;77.0;245.0;782.0;907.0;782.0;862.0;15904.0;12216.0;2067.0;19808.0;16220.0;11451.0;422.0;5.0;15585.0;51.0;1.0;0.0;6.0
206.0;189500.0;315500.0;1;1.0;96.0;830.0;574.0;250.0;250.0;131.0;2686.0;484.0;16181.0;11296.0;3470.0;20316.0;18220.0;10187.0;396.0;5.0;15329.0;51.0;1.0;0.0;6.0
209.0;192500.0;315500.0;4;0.0;1030.0;326.0;0.0;464.0;638.0;623.0;638.0;520.0;11790.0;25006.0;5662.0;22455.0;387.0;24946.0;16.0;5.0;353.0;43.0;16.0;0.0;6.0
225.0;180500.0;316500.0;2;0.0;961.0;853.0;1226.0;1156.0;2715.0;2909.0;3216.0;1084.0;11397.0;17200.0;4954.0;18789.0;8246.0;17052.0;957.0;5.0;7960.0;51.0;1.0;0.0;6.0
232.0;187500.0;316500.0;2;0.0;179.0;232.0;1130.0;293.0;3405.0;2988.0;3414.0;906.0;12247.0;15564.0;3008.0;18477.0;10240.0;15383.0;831.0;5.0;9952.0;51.0;1.0;0.0;6.0
254.0;181500.0;317500.0;1;0.0;961.0;1734.0;1185.0;368.0;383.0;368.0;5439.0;2488.0;15770.0;9145.0;3593.0;20181.0;21242.0;7537.0;1251.0;3.0;14077.0;51.0;1.0;0.0;6.0
255.0;182500.0;317500.0;1;0.0;1079.0;0.0;940.0;66.0;56.0;56.0;56.0;2034.0;10875.0;25413.0;4281.0;21818.0;1581.0;25388.0;363.0;-1.0;1017.0;60.0;11.0;0.0;6.0
260.0;187500.0;317500.0;2;0.0;8.0;847.0;238.0;391.0;702.0;529.0;1925.0;1363.0;10074.0;22990.0;3613.0;20515.0;1788.0;22941.0;354.0;0.0;946.0;24.0;18.0;0.0;6.0
261.0;188500.0;317500.0;1;3.0;0.0;427.0;276.0;113.0;240.0;1495.0;2879.0;2163.0;9832.0;22062.0;3015.0;20002.0;2586.0;22005.0;210.0;1.0;1936.0;20.0;18.0;0.0;6.0
262.0;189500.0;317500.0;1;3.0;802.0;17.0;1275.0;357.0;264.0;2117.0;3358.0;1388.0;9688.0;21141.0;2653.0;19526.0;3486.0;21075.0;523.0;5.0;2932.0;51.0;11.0;0.0;6.0
290.0;186500.0;318500.0;4;0.0;443.0;293.0;345.0;135.0;135.0;135.0;135.0;340.0;13879.0;11885.0;1558.0;17505.0;14286.0;11644.0;650.0;5.0;13924.0;51.0;1.0;0.0;6.0
291.0;187500.0;318500.0;1;0.0;0.0;993.0;388.0;62.0;301.0;79.0;301.0;1296.0;13859.0;11200.0;1936.0;17653.0;15282.0;10882.0;392.0;5.0;13881.0;20.0;4.0;0.0;6.0
301.0;197500.0;318500.0;1;0.0;329.0;1344.0;554.0;294.0;752.0;23.0;5923.0;3122.0;15188.0;8517.0;4228.0;19616.0;21266.0;6952.0;698.0;3.0;13449.0;51.0;1.0;0.0;6.0
311.0;175500.0;319500.0;1;0.0;295.0;0.0;983.0;424.0;26.0;887.0;791.0;2593.0;10946.0;26393.0;3052.0;22039.0;2477.0;25363.0;632.0;5.0;2379.0;60.0;11.0;0.0;6.0
317.0;181500.0;319500.0;2;0.0;86.0;1069.0;227.0;542.0;618.0;1002.0;1705.0;1607.0;9120.0;22643.0;2952.0;19675.0;1267.0;22614.0;283.0;4.0;1377.0;51.0;18.0;0.0;6.0
319.0;183500.0;319500.0;3;1.0;1081.0;83.0;1427.0;751.0;186.0;1117.0;3703.0;1978.0;8693.0;20764.0;1684.0;18642.0;3241.0;20720.0;467.0;5.0;3153.0;51.0;11.0;0.0;6.0
320.0;184500.0;319500.0;4;0.0;762.0;258.0;1578.0;908.0;344.0;1017.0;4125.0;1521.0;8646.0;19833.0;1669.0;18185.0;4237.0;19780.0;248.0;5.0;4100.0;11.0;1.0;0.0;6.0
321.0;185500.0;319500.0;2;1.0;374.0;30.0;2020.0;497.0;332.0;910.0;4139.0;1627.0;8715.0;18909.0;2158.0;17774.0;5235.0;18847.0;13.0;5.0;5067.0;51.0;2.0;0.0;6.0
323.0;187500.0;319500.0;2;0.0;581.0;896.0;1006.0;550.0;2309.0;1064.0;4661.0;582.0;9176.0;17087.0;3634.0;17097.0;7231.0;17003.0;238.0;5.0;7029.0;51.0;5.0;0.0;6.0
332.0;196500.0;319500.0;1;0.0;1020.0;699.0;243.0;297.0;1931.0;769.0;1964.0;1138.0;11152.0;13594.0;3417.0;16404.0;11228.0;13449.0;256.0;5.0;10992.0;51.0;1.0;0.0;6.0
348.0;180500.0;320500.0;1;1.0;422.0;427.0;377.0;227.0;1796.0;227.0;2535.0;2406.0;13047.0;9166.0;4057.0;17154.0;17226.0;8681.0;460.0;5.0;12456.0;51.0;1.0;0.0;6.0
349.0;181500.0;320500.0;6;0.0;827.0;389.0;1209.0;89.0;1545.0;89.0;3448.0;2923.0;13254.0;8614.0;4875.0;17477.0;18225.0;7917.0;826.0;5.0;12336.0;51.0;5.0;0.0;6.0
350.0;182500.0;320500.0;1;2.0;38.0;348.0;571.0;67.0;985.0;70.0;4358.0;3425.0;13532.0;8148.0;5518.0;17851.0;19225.0;7212.0;96.0;5.0;12297.0;51.0;1.0;0.0;6.0
353.0;185500.0;320500.0;1;0.0;0.0;822.0;279.0;179.0;40.0;748.0;6262.0;4120.0;14282.0;7533.0;5227.0;18736.0;21225.0;6054.0;386.0;-1.0;12462.0;20.0;18.0;0.0;6.0
355.0;187500.0;320500.0;1;0.0;122.0;831.0;99.0;581.0;588.0;89.0;1663.0;3120.0;10678.0;26826.0;1941.0;21816.0;2862.0;24759.0;236.0;1.0;3331.0;51.0;4.0;0.0;6.0
362.0;194500.0;320500.0;1;2.0;168.0;181.0;142.0;123.0;69.0;637.0;69.0;453.0;9076.0;24258.0;3452.0;20074.0;361.0;23802.0;423.0;5.0;1124.0;51.0;23.0;0.0;6.0
367.0;199500.0;320500.0;1;0.0;0.0;387.0;669.0;70.0;210.0;18.0;4707.0;1892.0;7646.0;19481.0;755.0;17290.0;4261.0;19452.0;498.0;2.0;4486.0;20.0;18.0;0.0;6.0
384.0;185500.0;321500.0;1;2.0;0.0;485.0;195.0;111.0;2505.0;482.0;2505.0;1518.0;9746.0;13956.0;4819.0;15496.0;10240.0;13859.0;145.0;1.0;10164.0;20.0;1.0;0.0;1.0
422.0;193500.0;322500.0;1;0.0;0.0;1543.0;242.0;247.0;1148.0;63.0;1148.0;791.0;7701.0;23040.0;3046.0;18666.0;604.0;22525.0;249.0;-1.0;2102.0;23.0;18.0;0.0;6.0
436.0;179500.0;323500.0;1;0.0;1423.0;712.0;1417.0;359.0;2586.0;480.0;3476.0;1594.0;7317.0;16319.0;2910.0;15192.0;7381.0;16290.0;399.0;5.0;7618.0;51.0;5.0;0.0;6.0
453.0;196500.0;323500.0;1;1.0;0.0;510.0;483.0;87.0;221.0;286.0;221.0;887.0;11003.0;10843.0;4625.0;14421.0;13316.0;10727.0;172.0;0.0;11909.0;20.0;1.0;0.0;6.0
455.0;198500.0;323500.0;1;0.0;727.0;836.0;1099.0;1048.0;438.0;229.0;1090.0;1034.0;10886.0;9989.0;4552.0;14531.0;14310.0;9849.0;619.0;4.0;11439.0;51.0;2.0;0.0;6.0
457.0;200500.0;323500.0;1;1.0;989.0;742.0;1591.0;547.0;658.0;60.0;2940.0;226.0;10926.0;8379.0;5039.0;14952.0;16299.0;8179.0;49.0;5.0;10720.0;51.0;1.0;0.0;6.0
464.0;179500.0;324500.0;2;2.0;0.0;532.0;641.0;222.0;205.0;1801.0;5240.0;2190.0;11648.0;6386.0;6543.0;16035.0;19288.0;5884.0;318.0;0.0;10297.0;20.0;18.0;0.0;6.0
472.0;187500.0;324500.0;1;0.0;684.0;563.0;1267.0;542.0;543.0;1530.0;7007.0;4126.0;12512.0;5581.0;7226.0;17015.0;21282.0;4389.0;97.0;5.0;10493.0;51.0;1.0;0.0;6.0
483.0;198500.0;324500.0;8;0.0;0.0;1752.0;13.0;520.0;1919.0;1675.0;1919.0;2925.0;8902.0;25769.0;776.0;20026.0;2570.0;22763.0;530.0;-1.0;3897.0;20.0;18.0;0.0;6.0
484.0;199500.0;324500.0;1;0.0;0.0;1364.0;326.0;65.0;1319.0;720.0;1319.0;2159.0;8154.0;24785.0;1775.0;19294.0;1695.0;22331.0;483.0;-1.0;3359.0;20.0;18.0;0.0;6.0
492.0;180500.0;325500.0;2;0.0;0.0;879.0;215.0;30.0;411.0;30.0;3371.0;825.0;5958.0;20865.0;1124.0;16645.0;2789.0;20898.0;810.0;-1.0;3942.0;20.0;18.0;0.0;6.0
493.0;181500.0;325500.0;4;0.0;648.0;395.0;497.0;52.0;312.0;294.0;4265.0;647.0;5718.0;19889.0;500.0;16070.0;3739.0;19917.0;525.0;5.0;4632.0;51.0;5.0;0.0;6.0
503.0;191500.0;325500.0;1;1.0;968.0;90.0;284.0;590.0;787.0;257.0;4038.0;125.0;5751.0;17946.0;1056.0;15054.0;5692.0;17961.0;442.0;5.0;6238.0;51.0;1.0;0.0;6.0
508.0;196500.0;325500.0;2;0.0;1060.0;204.0;1240.0;442.0;1624.0;1384.0;2619.0;1423.0;6419.0;16015.0;2940.0;14249.0;7639.0;16015.0;707.0;5.0;8023.0;51.0;1.0;0.0;6.0
509.0;197500.0;325500.0;1;1.0;275.0;853.0;622.0;206.0;1600.0;940.0;2087.0;623.0;6946.0;15057.0;3925.0;13936.0;8594.0;15048.0;682.0;5.0;8950.0;11.0;5.0;0.0;6.0
519.0;180500.0;326500.0;3;0.0;414.0;651.0;601.0;74.0;1048.0;9.0;1048.0;611.0;10017.0;10380.0;4392.0;13424.0;13462.0;10305.0;367.0;4.0;11056.0;51.0;1.0;0.0;6.0
535.0;196500.0;326500.0;3;0.0;533.0;232.0;372.0;64.0;64.0;120.0;4234.0;208.0;10104.0;6970.0;4635.0;14317.0;17411.0;6781.0;34.0;5.0;9506.0;51.0;1.0;0.0;6.0
536.0;197500.0;326500.0;3;0.0;472.0;64.0;829.0;975.0;179.0;680.0;5039.0;1085.0;10370.0;6229.0;5145.0;14703.0;18401.0;5994.0;462.0;5.0;9349.0;51.0;1.0;0.0;6.0
539.0;200495.622895623;326495.286195286;1;1.0;283.0;440.0;1630.0;389.0;709.0;1658.0;5792.0;2072.0;10722.0;5566.0;5780.0;15145.0;19393.0;5278.0;454.0;0.0;9297.0;51.0;1.0;0.0;6.0
547.0;183500.0;327500.0;1;0.0;575.0;606.0;1195.0;342.0;987.0;2639.0;6611.0;3067.0;11154.0;5016.0;6508.0;15639.0;20385.0;4499.0;340.0;5.0;9353.0;51.0;1.0;0.0;6.0
553.0;189500.0;327500.0;4;0.0;2.0;200.0;467.0;5.0;1892.0;1898.0;9179.0;5797.0;12314.0;3984.0;8442.0;16862.0;23117.0;2232.0;408.0;-1.0;9596.0;11.0;1.0;0.0;6.0
554.0;190500.0;327500.0;1;0.0;0.0;1300.0;161.0;323.0;720.0;655.0;11042.0;6143.0;14133.0;4903.0;9397.0;18663.0;25738.0;2370.0;320.0;-1.0;10864.0;20.0;18.0;0.0;6.0
560.0;196500.0;327500.0;1;0.0;345.0;2034.0;0.0;160.0;3330.0;719.0;3330.0;4319.0;9148.0;26604.0;24.0;20152.0;3917.0;22359.0;160.0;5.0;5305.0;41.0;28.0;0.0;6.0
561.0;197500.0;327500.0;1;0.0;0.0;1140.0;90.0;193.0;2673.0;1717.0;2673.0;3572.0;8302.0;25613.0;920.0;19373.0;3100.0;21874.0;650.0;-1.0;4716.0;20.0;18.0;0.0;6.0
573.0;188500.0;328500.0;1;0.0;725.0;35.0;464.0;494.0;506.0;506.0;4530.0;455.0;4647.0;18704.0;1477.0;14686.0;5019.0;18755.0;684.0;5.0;6045.0;51.0;1.0;0.0;1.0
574.0;189500.0;328500.0;1;2.0;455.0;73.0;444.0;845.0;1106.0;458.0;3579.0;444.0;4773.0;17722.0;1800.0;14173.0;5949.0;17768.0;863.0;5.0;6803.0;51.0;1.0;0.0;6.0
582.0;197500.0;328500.0;4;1.0;301.0;155.0;243.0;368.0;208.0;208.0;208.0;242.0;8401.0;11896.0;4808.0;12412.0;11755.0;11892.0;217.0;5.0;11514.0;51.0;45.0;0.0;6.0
594.0;187500.0;329500.0;1;0.0;671.0;773.0;157.0;351.0;106.0;1186.0;3821.0;142.0;8941.0;7249.0;3295.0;13040.0;16600.0;7154.0;313.0;5.0;8817.0;51.0;1.0;0.0;6.0
603.0;196500.0;329500.0;1;3.0;49.0;86.0;491.0;119.0;143.0;2624.0;7198.0;3294.0;10280.0;4167.0;5863.0;14792.0;20529.0;3867.0;441.0;2.0;8359.0;32.0;11.0;0.0;6.0
604.0;197500.0;329500.0;6;0.0;0.0;364.0;112.0;427.0;659.0;3260.0;7998.0;4240.0;10822.0;3681.0;6687.0;15363.0;21516.0;3142.0;293.0;0.0;8535.0;21.0;18.0;0.0;6.0
625.0;196500.0;330500.0;3;2.0;150.0;30.0;49.0;544.0;1766.0;1796.0;3265.0;3883.0;6919.0;24500.0;2119.0;17965.0;3298.0;20527.0;208.0;-1.0;5234.0;24.0;23.0;0.0;6.0
627.0;198467.219152855;330540.515653775;1;1.0;0.0;211.0;418.0;118.0;2686.0;1641.0;3552.0;3643.0;5327.0;22511.0;3911.0;16466.0;3059.0;19708.0;408.0;-1.0;5059.0;20.0;23.0;0.0;6.0
648.0;197500.0;331500.0;3;5.0;232.0;0.0;287.0;275.0;51.0;95.0;433.0;759.0;5440.0;14589.0;4662.0;12029.0;9111.0;14652.0;185.0;5.0;9840.0;60.0;11.0;0.0;6.0
649.0;198500.0;331500.0;2;6.0;0.0;410.0;179.0;155.0;86.0;86.0;86.0;396.0;6198.0;13605.0;5523.0;11743.0;10061.0;13661.0;335.0;1.0;10704.0;78.0;18.0;0.0;6.0
661.0;189500.0;332500.0;1;3.0;452.0;396.0;487.0;373.0;722.0;585.0;722.0;440.0;7871.0;11645.0;4172.0;11415.0;11985.0;11685.0;417.0;5.0;10815.0;51.0;45.0;0.0;1.0
670.0;198508.333333333;332417.013888889;2;0.0;1171.0;919.0;1354.0;701.0;1014.0;1868.0;3379.0;1303.0;7861.0;7779.0;2057.0;11793.0;15874.0;7769.0;648.0;4.0;8313.0;51.0;5.0;0.0;6.0
675.0;183500.0;333500.0;1;0.0;773.0;187.0;1176.0;1153.0;148.0;63.0;5212.0;1393.0;8165.0;5910.0;2954.0;12469.0;17802.0;5854.0;123.0;5.0;7562.0;51.0;5.0;0.0;1.0
711.0;185500.0;336500.0;1;0.0;417.0;240.0;724.0;160.0;766.0;2434.0;4256.0;4825.0;6447.0;24418.0;2702.0;17349.0;4229.0;19639.0;259.0;4.0;6201.0;10.0;28.0;0.0;6.0
721.0;185500.0;337500.0;1;0.0;191.0;59.0;378.0;181.0;3115.0;1131.0;4897.0;3344.0;3913.0;21424.0;2996.0;15052.0;4308.0;18419.0;182.0;1.0;6225.0;24.0;18.0;0.0;6.0
722.0;186500.0;337500.0;10;0.0;88.0;235.0;24.0;272.0;2686.0;592.0;5458.0;2356.0;3250.0;20427.0;2595.0;14345.0;4772.0;18105.0;352.0;5.0;6546.0;11.0;25.0;0.0;2.0
731.0;186500.0;338500.0;5;0.0;148.0;159.0;740.0;174.0;174.0;422.0;1548.0;1573.0;4028.0;15445.0;4594.0;11478.0;8591.0;15551.0;374.0;5.0;9616.0;51.0;25.0;0.0;2.0
759.0;189490.079365079;340676.541514041;2;2.0;75.0;591.0;145.0;73.0;1119.0;1996.0;2026.0;805.0;7400.0;10480.0;2766.0;10379.0;13223.0;10565.0;203.0;3.0;9403.0;51.0;1.0;0.0;1.0
774.0;190484.415584416;341516.233766234;2;0.0;293.0;172.0;680.0;945.0;684.0;158.0;5607.0;2272.0;7207.0;5577.0;2275.0;11563.0;18052.0;5602.0;457.0;5.0;6602.0;51.0;1.0;0.0;6.0
800.0;187500.0;343500.0;1;0.0;0.0;1034.0;162.0;320.0;923.0;3943.0;9146.0;4201.0;9257.0;1986.0;5876.0;13802.0;21925.0;1787.0;215.0;-1.0;6601.0;20.0;18.0;0.0;6.0
807.0;194500.0;343500.0;1;0.0;502.0;78.0;177.0;386.0;170.0;2097.0;10792.0;3508.0;10673.0;1507.0;6234.0;15195.0;23868.0;844.0;62.0;0.0;7430.0;24.0;18.0;0.0;1.0
816.0;188500.0;344500.0;3;2.0;0.0;223.0;221.0;341.0;341.0;756.0;12441.0;3572.0;12252.0;2880.0;6925.0;16711.0;25819.0;611.0;255.0;0.0;8625.0;20.0;18.0;0.0;1.0
823.0;195500.0;344500.0;1;0.0;555.0;545.0;1482.0;140.0;520.0;1850.0;5014.0;5667.0;6859.0;25070.0;2825.0;17534.0;5082.0;19410.0;673.0;5.0;7010.0;51.0;5.0;0.0;6.0
826.0;198373.491655969;344733.890824623;1;0.0;113.0;790.0;952.0;167.0;167.0;2717.0;5118.0;5054.0;5991.0;24227.0;3469.0;16712.0;5029.0;18793.0;563.0;4.0;7029.0;51.0;16.0;0.0;1.0
837.0;192500.0;345500.0;1;2.0;23.0;544.0;146.0;144.0;2877.0;371.0;5633.0;1406.0;1872.0;19378.0;1507.0;12931.0;6162.0;16872.0;227.0;3.0;7874.0;51.0;18.0;0.0;6.0
840.0;195500.0;345500.0;1;0.0;0.0;246.0;445.0;764.0;1964.0;210.0;4693.0;583.0;1649.0;18378.0;1918.0;12264.0;6796.0;16649.0;360.0;5.0;8366.0;51.0;1.0;0.0;6.0
841.0;196500.0;345500.0;1;0.0;607.0;105.0;548.0;1041.0;1201.0;671.0;3783.0;491.0;1952.0;17378.0;2637.0;11645.0;7509.0;16484.0;131.0;5.0;8941.0;51.0;1.0;0.0;6.0
844.0;199478.988326848;345529.925716307;1;0.0;851.0;75.0;974.0;1028.0;415.0;1285.0;2933.0;926.0;2616.0;16379.0;3478.0;11081.0;8282.0;16379.0;199.0;5.0;9585.0;51.0;5.0;0.0;1.0
871.0;191500.0;347500.0;1;0.0;179.0;56.0;667.0;192.0;192.0;1580.0;2300.0;824.0;6159.0;12381.0;4251.0;9570.0;11723.0;12499.0;250.0;5.0;10428.0;11.0;5.0;0.0;1.0
877.0;197500.0;347500.0;1;0.0;528.0;335.0;29.0;261.0;118.0;2389.0;2669.0;220.0;6972.0;11382.0;3268.0;9422.0;12635.0;11500.0;273.0;5.0;9580.0;11.0;5.0;0.0;1.0
891.0;191500.0;348500.0;1;2.0;0.0;84.0;77.0;392.0;151.0;416.0;4486.0;2311.0;5862.0;7389.0;170.0;9877.0;16385.0;7505.0;226.0;0.0;6627.0;20.0;18.0;0.0;6.0
896.0;196500.0;348500.0;2;1.0;490.0;189.0;250.0;541.0;246.0;339.0;6067.0;2958.0;6264.0;5395.0;1756.0;10675.0;18300.0;5511.0;313.0;4.0;5656.0;51.0;3.0;0.0;6.0
898.0;198500.0;348500.0;1;1.0;0.0;397.0;166.0;267.0;313.0;1339.0;6938.0;2561.0;6683.0;4401.0;2724.0;11187.0;19264.0;4516.0;154.0;0.0;5388.0;20.0;23.0;0.0;6.0
912.0;192500.0;349500.0;1;0.0;0.0;357.0;143.0;19.0;140.0;2058.0;12195.0;2404.0;10863.0;1563.0;5586.0;15307.0;25081.0;846.0;25.0;4.0;7213.0;22.0;1.0;0.0;1.0
915.0;195500.0;349500.0;1;0.0;209.0;355.0;228.0;101.0;645.0;110.0;14189.0;3558.0;13280.0;4198.0;7305.0;17630.0;27558.0;2359.0;157.0;-1.0;9355.0;51.0;1.0;0.0;6.0
917.0;197500.0;349500.0;5;0.0;572.0;492.0;872.0;73.0;870.0;3809.0;6168.0;3674.0;4831.0;23273.0;3430.0;15348.0;5915.0;17434.0;540.0;5.0;7948.0;51.0;5.0;0.0;6.0
934.0;195500.0;350500.0;1;1.0;167.0;364.0;0.0;585.0;3126.0;633.0;6019.0;1989.0;1093.0;19377.0;548.0;12225.0;6998.0;15906.0;620.0;0.0;8779.0;41.0;18.0;0.0;6.0
