100;1;poi;196.0137;196.01371036861602;2.5181860788783523;-4812.1697999999997;0.20560971445728926
100;1;nb;197.56229999999999;197.56225768988566;2.5181860788783523;-4888.5201999999999;0.20560971445728926
100;1;zip;190.12190000000001;190.12192502584756;2.5181860788783523;-4527.1697000000004;0.20560971445728926
100;1;zinb;121.08920000000001;121.08920672638084;2.5181860788783523;-1835.8308;0.20560971445728926
100;5;poi;195.89769999999999;195.89771522438679;2.5181536415772299;-4806.4749000000002;0.20563017975265097
100;5;nb;197.59030000000001;197.59026647615133;2.5181536415772299;-4889.9066999999995;0.20563017975265097
100;5;zip;190.14490000000001;190.14489002481679;2.5181536415772299;-4528.2637000000004;0.20563017975265097
100;5;zinb;121.08920000000001;121.08920672638084;2.5181536415772299;-1835.8308;0.20563017975265097
100;10;poi;195.93430000000001;195.93434818947389;2.5181283736239166;-4808.2731000000003;0.20564612159074647
100;10;nb;197.5865;197.58653891586678;2.5181283736239166;-4889.7222000000002;0.20564612159074647
100;10;zip;190.1046;190.10464599557852;2.5181283736239166;-4526.3465999999999;0.20564612159074647
100;10;zinb;121.08920000000001;121.08920672638084;2.5181283736239166;-1835.8308;0.20564612159074647
100;50;poi;199.03460000000001;199.03456207329523;2.5181419512770638;-4961.6687000000002;0.20563755531539074
100;50;nb;197.58789999999999;197.58793553659635;2.5181419512770638;-4889.7912999999999;0.20563755531539074
100;50;zip;190.12790000000001;190.12786398988356;2.5181419512770638;-4527.4525999999996;0.20563755531539074
100;50;zinb;121.08920000000001;121.08920672638084;2.5181419512770638;-1835.8308;0.20563755531539074
100;100;poi;199.03620000000001;199.03618940403734;2.5181695866761644;-4961.7497999999996;0.20562011972671201
100;100;nb;197.5899;197.58990218286158;2.5181695866761644;-4889.8887000000004;0.20562011972671201
100;100;zip;190.1208;190.12078065320381;2.5181695866761644;-4527.1152000000002;0.20562011972671201
100;100;zinb;121.08920000000001;121.08920672638084;2.5181695866761644;-1835.8308;0.20562011972671201
200;1;poi;173.53020000000001;173.5302039249618;2.5143177941802182;-3771.3193000000001;0.20804842825134728
200;1;nb;153.28710000000001;153.28709273742359;2.5143177941802182;-2942.5367000000001;0.20804842825134728
200;1;zip;160.2269;160.22693779206588;2.5143177941802182;-3215.0985999999998;0.20804842825134728
200;1;zinb;21.265999999999998;21.265968236399015;2.5143177941802182;-55.653700000000001;0.20804842825134728
200;5;poi;173.53020000000001;173.5302039249618;2.5143177941802182;-3771.3193000000001;0.20804842825134728
200;5;nb;153.28710000000001;153.28709273742359;2.5143177941802182;-2942.5367000000001;0.20804842825134728
200;5;zip;160.2269;160.22693779206588;2.5143177941802182;-3215.0985999999998;0.20804842825134728
200;5;zinb;21.265999999999998;21.265968236399015;2.5143177941802182;-55.653700000000001;0.20804842825134728
200;10;poi;173.53020000000001;173.5302039249618;2.5143177941802182;-3771.3193000000001;0.20804842825134728
200;10;nb;153.28710000000001;153.28709273742359;2.5143177941802182;-2942.5367000000001;0.20804842825134728
200;10;zip;160.2269;160.22693779206588;2.5143177941802182;-3215.0985999999998;0.20804842825134728
200;10;zinb;21.265999999999998;21.265968236399015;2.5143177941802182;-55.653700000000001;0.20804842825134728
200;50;poi;173.53020000000001;173.5302039249618;2.5143177941802182;-3771.3193000000001;0.20804842825134728
200;50;nb;153.28710000000001;153.28709273742359;2.5143177941802182;-2942.5367000000001;0.20804842825134728
200;50;zip;160.2269;160.22693779206588;2.5143177941802182;-3215.0985999999998;0.20804842825134728
200;50;zinb;21.265999999999998;21.265968236399015;2.5143177941802182;-55.653700000000001;0.20804842825134728
200;100;poi;173.53020000000001;173.5302039249618;2.5143177941802182;-3771.3193000000001;0.20804842825134728
200;100;nb;153.28710000000001;153.28709273742359;2.5143177941802182;-2942.5367000000001;0.20804842825134728
200;100;zip;160.2269;160.22693779206588;2.5143177941802182;-3215.0985999999998;0.20804842825134728
200;100;zinb;21.265999999999998;21.265968236399015;2.5143177941802182;-55.653700000000001;0.20804842825134728
300;1;poi;108.10939999999999;108.1093736540244;2.5164488178386644;-1463.1479999999999;0.2067054136686034
300;1;nb;87.069699999999997;87.069701437343554;2.5164488178386644;-948.71299999999997;0.2067054136686034
300;1;zip;103.3138;103.31376307511255;2.5164488178386644;-1336.1331;0.2067054136686034
300;1;zinb;95.674700000000001;95.674659139385383;2.5164488178386644;-1145.7061000000001;0.2067054136686034
300;5;poi;108.10939999999999;108.1093736540244;2.5164488178386644;-1463.1479999999999;0.2067054136686034
300;5;nb;87.069699999999997;87.069701437343554;2.5164488178386644;-948.71299999999997;0.2067054136686034
300;5;zip;103.3138;103.31376307511255;2.5164488178386644;-1336.1331;0.2067054136686034
300;5;zinb;95.674700000000001;95.674659139385383;2.5164488178386644;-1145.7061000000001;0.2067054136686034
300;10;poi;108.10939999999999;108.1093736540244;2.5164488178386644;-1463.1479999999999;0.2067054136686034
300;10;nb;87.069699999999997;87.069701437343554;2.5164488178386644;-948.71299999999997;0.2067054136686034
300;10;zip;103.3138;103.31376307511255;2.5164488178386644;-1336.1331;0.2067054136686034
300;10;zinb;95.674700000000001;95.674659139385383;2.5164488178386644;-1145.7061000000001;0.2067054136686034
300;50;poi;108.10939999999999;108.1093736540244;2.5164488178386644;-1463.1479999999999;0.2067054136686034
300;50;nb;87.069699999999997;87.069701437343554;2.5164488178386644;-948.71299999999997;0.2067054136686034
300;50;zip;103.3138;103.31376307511255;2.5164488178386644;-1336.1331;0.2067054136686034
300;50;zinb;95.674700000000001;95.674659139385383;2.5164488178386644;-1145.7061000000001;0.2067054136686034
