0;192408;306943;0
1;175922;307710;0
2;176531;307656;0
3;177387;307811;0
4;178486;307901;0
5;179469;307768;0
6;184721;307743;0
7;185421;307765;0
8;186233;307866;0
9;187697;307738;1
10;188093;307922;0
11;190759;307671;1
12;191450;307618;1
13;192523;307551;2
14;193437;307756;1
15;194274;307874;0
16;196693;307670;0
17;197506;307608;1
18;198479;307630;0
19;199321;307667;4
20;175966;308048;0
21;176602;308427;0
22;177500;308500;0
23;178497;308538;0
24;179491;308505;1
25;180131;308791;0
26;182957;308900;0
27;183580;308842;0
28;184523;308520;2
29;185500;308500;2
30;186473;308529;1
31;187551;308553;0
32;188440;308581;6
33;189425;308777;0
34;190663;308541;0
35;191500;308500;8
36;192500;308500;2
37;193500;308500;2
38;194496;308503;3
39;195509;308565;1
40;196500;308500;27
41;197500;308500;0
42;198500;308500;1
43;199338;308552;1
44;176882;309315;0
45;177500;309500;0
46;178500;309500;0
47;179500;309500;0
48;180430;309566;0
49;181111;309878;0
50;182834;309580;2
51;183500;309500;1
52;184500;309500;0
53;185500;309500;1
54;186500;309500;0
55;187500;309500;0
56;188500;309500;16
57;189500;309500;2
58;190500;309500;6
59;191500;309500;2
60;192500;309500;1
61;193500;309500;2
62;194500;309500;5
63;195500;309500;4
64;196500;309500;2
65;197500;309500;0
66;198500;309500;6
67;199472;309474;7
68;200066;309452;0
69;176940;310867;0
70;177513;310504;0
71;178500;310500;1
72;179500;310500;0
73;180500;310500;2
74;181440;310577;1
75;182563;310581;0
76;183500;310500;0
77;184500;310500;0
78;185500;310500;0
79;186500;310500;0
80;187500;310500;0
81;188500;310500;1
82;189500;310500;1
83;190500;310500;3
84;191500;310500;2
85;192500;310500;3
86;193500;310500;1
87;194500;310500;2
88;195500;310500;5
89;196500;310500;1
90;197497;310497;2
91;198399;310310;0
92;199166;310083;0
93;176775;311589;0
94;177500;311500;0
95;178500;311500;0
96;179500;311500;4
97;180500;311500;9
98;181500;311500;3
99;182500;311500;3
100;183500;311500;0
101;184500;311500;2
102;185500;311500;0
103;186500;311500;0
104;187500;311500;0
105;188500;311500;1
106;189500;311500;2
107;190500;311500;0
