rowid;latitude;longitude;target;dbuiltup;dforest;drecreation;dbrr;dwrl;dwrn;dwrr;dcamping;dcaravan;dcross;dgolf;dheem;dhaven;dsafari;dwater;attr;dbath;lu;lc;maxmeanhaz;maxstdhaz;exp
20248.0;254500.0;478500.0;1;0.0;17.0;670.0;53.0;14.0;9385.0;7488.0;3235.0;1925.0;7738.0;12807.0;7051.0;12000.0;2038.0;15978.0;437.0;-1.0;2222.0;32.0;18.0;0.0;6.0
20250.0;256500.0;478500.0;1;0.0;38.0;605.0;352.0;283.0;8720.0;7840.0;2599.0;1599.0;8061.0;11828.0;6145.0;12226.0;2713.0;15051.0;476.0;-1.0;1861.0;24.0;18.0;0.0;6.0
20251.0;257500.0;478500.0;1;0.0;706.0;1225.0;1257.0;1053.0;8124.0;8150.0;2246.0;746.0;8489.0;10852.0;5274.0;12528.0;3538.0;14135.0;842.0;2.0;1986.0;51.0;6.0;0.0;6.0
20254.0;260500.0;478500.0;3;0.0;302.0;966.0;1513.0;1408.0;7613.0;8565.0;2310.0;377.0;9009.0;9881.0;4455.0;12901.0;4393.0;13231.0;328.0;3.0;2533.0;51.0;3.0;0.0;6.0
20256.0;262500.0;478500.0;3;0.0;343.0;1216.0;524.0;640.0;7206.0;9072.0;2104.0;1275.0;9604.0;8917.0;3724.0;13337.0;5289.0;12341.0;486.0;4.0;3300.0;51.0;6.0;0.0;6.0
20257.0;263500.0;478500.0;2;0.0;323.0;1091.0;327.0;257.0;6920.0;9335.0;2157.0;2261.0;10263.0;7961.0;3145.0;13824.0;5074.0;11470.0;539.0;1.0;3441.0;51.0;6.0;0.0;6.0
20258.0;264500.0;478500.0;1;0.0;1202.0;1022.0;1311.0;526.0;6771.0;8564.0;2622.0;2426.0;10974.0;7018.0;2814.0;14363.0;4081.0;10622.0;157.0;5.0;2886.0;51.0;6.0;0.0;6.0
20260.0;266483.029445161;478488.022896935;1;0.0;1537.0;1381.0;2276.0;13.0;6766.0;7845.0;2394.0;1435.0;11727.0;6093.0;2656.0;14950.0;3092.0;9802.0;314.0;3.0;2612.0;51.0;1.0;0.0;6.0
20263.0;93500.0;479500.0;2;0.0;1518.0;1419.0;2295.0;179.0;6908.0;7193.0;1411.0;485.0;12514.0;5196.0;2851.0;15579.0;2113.0;9018.0;111.0;4.0;2704.0;51.0;1.0;0.0;6.0
20264.0;94500.0;479500.0;2;0.0;832.0;574.0;1317.0;315.0;7169.0;6629.0;491.0;508.0;13330.0;4344.0;3346.0;16246.0;1171.0;8282.0;430.0;3.0;2376.0;51.0;1.0;0.0;6.0
20265.0;95500.0;479500.0;4;0.0;53.0;788.0;391.0;234.0;7536.0;6176.0;357.0;1454.0;14170.0;3569.0;3216.0;16945.0;369.0;7605.0;31.0;1.0;1922.0;34.0;1.0;0.0;6.0
20266.0;96500.0;479500.0;7;1.0;21.0;181.0;0.0;308.0;8003.0;5859.0;504.0;1944.0;15029.0;2927.0;2277.0;17673.0;905.0;7007.0;13.0;0.0;1808.0;40.0;18.0;0.0;6.0
20267.0;97500.0;479500.0;1;0.0;503.0;624.0;755.0;298.0;8562.0;5686.0;1035.0;1090.0;15905.0;2522.0;1425.0;18427.0;1865.0;6508.0;629.0;4.0;2201.0;51.0;2.0;0.0;6.0
20268.0;98500.0;479500.0;1;0.0;437.0;554.0;830.0;281.0;8954.0;4914.0;1387.0;270.0;16795.0;2482.0;820.0;19203.0;2853.0;6132.0;528.0;1.0;2869.0;51.0;1.0;0.0;6.0
20273.0;103500.0;479500.0;1;1.0;409.0;0.0;257.0;273.0;9106.0;4032.0;1819.0;442.0;17696.0;2821.0;283.0;19999.0;2677.0;5904.0;388.0;5.0;3678.0;60.0;1.0;0.0;1.0
20276.0;106500.0;479500.0;1;1.0;704.0;0.0;263.0;17.0;9363.0;3212.0;1170.0;381.0;18608.0;3428.0;620.0;20812.0;1679.0;5841.0;37.0;5.0;4556.0;60.0;16.0;0.0;6.0
20277.0;107500.0;479500.0;2;1.0;54.0;234.0;18.0;33.0;9717.0;2424.0;181.0;835.0;19528.0;4170.0;1606.0;21642.0;686.0;5947.0;175.0;0.0;5475.0;78.0;18.0;0.0;6.0
20279.0;109500.0;479500.0;0;1.0;129.0;897.0;52.0;272.0;10157.0;1779.0;456.0;1503.0;20455.0;5004.0;2603.0;22485.0;139.0;6211.0;423.0;-1.0;6419.0;78.0;18.0;0.0;6.0
20283.0;113500.0;479500.0;1;1.0;0.0;886.0;402.0;329.0;10540.0;1503.0;58.0;2390.0;21390.0;5889.0;2667.0;23340.0;1123.0;6616.0;459.0;-1.0;6933.0;20.0;18.0;0.0;1.0
20285.0;115500.0;479500.0;1;0.0;39.0;1277.0;50.0;39.0;10896.0;1746.0;244.0;3079.0;22329.0;6806.0;2680.0;24207.0;2122.0;7140.0;249.0;-1.0;7335.0;51.0;18.0;0.0;1.0
20286.0;116500.0;479500.0;6;0.0;101.0;1258.0;608.0;719.0;10908.0;872.0;5.0;2190.0;23274.0;7215.0;2962.0;25084.0;3122.0;7757.0;391.0;5.0;7844.0;51.0;1.0;0.0;2.0
20287.0;117500.0;479500.0;6;0.0;0.0;1590.0;120.0;1252.0;10068.0;11.0;11.0;1441.0;24224.0;7482.0;3295.0;25969.0;4122.0;8448.0;257.0;0.0;7960.0;20.0;1.0;0.0;6.0
20288.0;118500.0;479500.0;3;0.0;72.0;1273.0;129.0;600.0;9154.0;326.0;188.0;1154.0;25177.0;7868.0;3236.0;26863.0;5122.0;9196.0;413.0;0.0;7224.0;51.0;1.0;0.0;6.0
20289.0;119500.0;479500.0;5;0.0;262.0;836.0;1048.0;160.0;8260.0;430.0;104.0;1596.0;26134.0;8357.0;3438.0;26824.0;5286.0;9989.0;343.0;2.0;6557.0;51.0;1.0;0.0;6.0
20290.0;120500.0;479500.0;1;0.0;126.0;1291.0;1326.0;406.0;7393.0;406.0;387.0;2375.0;27093.0;8865.0;3885.0;25832.0;5211.0;10815.0;29.0;3.0;5978.0;51.0;1.0;0.0;6.0
20292.0;122500.0;479500.0;1;0.0;110.0;2153.0;620.0;154.0;6563.0;844.0;776.0;2587.0;28056.0;9399.0;4304.0;24840.0;5306.0;10897.0;68.0;4.0;5521.0;51.0;1.0;0.0;6.0
20293.0;123500.0;479500.0;0;0.0;504.0;1836.0;421.0;153.0;5760.0;1764.0;538.0;2186.0;29021.0;10004.0;3305.0;23848.0;5092.0;10290.0;234.0;5.0;5218.0;51.0;2.0;0.0;6.0
20294.0;124500.0;479500.0;1;0.0;572.0;950.0;1047.0;23.0;5007.0;1658.0;144.0;2171.0;29989.0;10669.0;2307.0;22857.0;5069.0;9747.0;283.0;5.0;5096.0;51.0;1.0;0.0;6.0
20295.0;125500.0;479500.0;1;0.0;222.0;591.0;598.0;953.0;4345.0;1545.0;30.0;1810.0;29444.0;11384.0;1310.0;21867.0;5239.0;9282.0;60.0;4.0;4815.0;51.0;1.0;0.0;2.0
20296.0;126500.0;479500.0;3;0.0;200.0;765.0;6.0;966.0;3807.0;1511.0;0.0;975.0;28469.0;12138.0;335.0;20878.0;5585.0;8904.0;229.0;0.0;4140.0;11.0;1.0;0.0;2.0
20297.0;127500.0;479500.0;4;2.0;488.0;233.0;373.0;30.0;3423.0;1277.0;23.0;0.0;27496.0;12926.0;433.0;19890.0;6077.0;8626.0;12.0;5.0;3620.0;51.0;1.0;0.0;6.0
20298.0;128500.0;479500.0;4;11.0;163.0;261.0;0.0;60.0;3258.0;506.0;50.0;856.0;26525.0;13741.0;195.0;18904.0;6684.0;8453.0;5.0;3.0;3326.0;43.0;28.0;32.61000061035156;6.0
20299.0;129500.0;479500.0;1;13.0;436.0;0.0;450.0;187.0;3348.0;91.0;91.0;1068.0;25556.0;14503.0;1130.0;17919.0;6774.0;8396.0;386.0;5.0;3296.0;60.0;12.0;32.72999954223633;6.0
20302.0;132500.0;479500.0;3;11.0;1425.0;0.0;1171.0;308.0;3687.0;855.0;8.0;1281.0;24589.0;14145.0;2124.0;16935.0;6881.0;8457.0;859.0;5.0;3301.0;60.0;12.0;32.83000183105469;6.0
20305.0;135500.0;479500.0;1;0.0;1861.0;0.0;1114.0;438.0;4241.0;1009.0;662.0;1140.0;23626.0;13850.0;3122.0;15954.0;7119.0;8634.0;490.0;5.0;3097.0;60.0;12.0;32.880001068115234;6.0
20306.0;136500.0;479500.0;2;1.0;1275.0;185.0;1273.0;975.0;4921.0;818.0;611.0;1279.0;22665.0;13621.0;4120.0;14975.0;7483.0;8920.0;451.0;5.0;3207.0;61.0;35.0;0.0;6.0
20307.0;137500.0;479500.0;1;4.0;1273.0;386.0;1059.0;1003.0;4845.0;519.0;371.0;1061.0;21708.0;13463.0;5120.0;13999.0;7953.0;9306.0;918.0;5.0;3271.0;61.0;35.0;0.0;6.0
20309.0;139460.945846723;479445.812360277;1;5.0;1860.0;212.0;1454.0;792.0;4970.0;219.0;6.0;1437.0;20755.0;13083.0;6119.0;13027.0;8516.0;9779.0;1168.0;5.0;3537.0;61.0;35.0;0.0;6.0
20311.0;141517.629889083;479478.20587663;5;3.0;2701.0;0.0;1449.0;139.0;5284.0;471.0;76.0;953.0;19806.0;12671.0;7119.0;12060.0;9087.0;10328.0;878.0;5.0;4040.0;60.0;12.0;33.59000015258789;1.0
20312.0;142500.0;479500.0;7;1.0;2419.0;0.0;1454.0;706.0;4333.0;953.0;158.0;899.0;18863.0;12327.0;7544.0;11098.0;9697.0;10940.0;46.0;5.0;4649.0;60.0;12.0;33.540000915527344;2.0
20313.0;143500.0;479500.0;0;0.0;1641.0;181.0;824.0;812.0;3412.0;942.0;57.0;614.0;17927.0;12057.0;6582.0;10143.0;9571.0;11607.0;864.0;5.0;4264.0;51.0;45.0;33.439998626708984;1.0
20314.0;144500.0;479500.0;2;1.0;654.0;307.0;918.0;310.0;2550.0;966.0;337.0;1013.0;16997.0;11589.0;5633.0;9199.0;8803.0;12318.0;571.0;5.0;3273.0;51.0;1.0;0.0;6.0
20315.0;145500.0;479500.0;1;6.0;35.0;0.0;1244.0;171.0;1796.0;777.0;22.0;701.0;16075.0;10644.0;4705.0;8267.0;8071.0;13068.0;157.0;3.0;2289.0;60.0;11.0;33.54999923706055;6.0
20316.0;146468.737061349;479407.349898673;5;0.0;686.0;15.0;663.0;94.0;1255.0;94.0;94.0;531.0;15162.0;9711.0;3813.0;7353.0;7402.0;13849.0;54.0;2.0;1329.0;51.0;1.0;0.0;6.0
20317.0;147373.170740397;479245.93495995;0;0.0;1135.0;345.0;478.0;439.0;933.0;504.0;439.0;472.0;14260.0;8793.0;2991.0;6462.0;6800.0;14657.0;283.0;5.0;505.0;51.0;45.0;33.63999938964844;6.0
20327.0;157500.0;479500.0;1;1.0;1050.0;117.0;299.0;113.0;1083.0;359.0;113.0;879.0;13372.0;7894.0;2314.0;5608.0;6262.0;15487.0;114.0;5.0;332.0;51.0;1.0;0.0;6.0
20332.0;162500.0;479500.0;1;2.0;266.0;0.0;396.0;311.0;1858.0;311.0;311.0;1570.0;12501.0;7023.0;1925.0;4809.0;5771.0;15976.0;234.0;5.0;403.0;60.0;11.0;33.849998474121094;1.0
20333.0;163500.0;479500.0;4;0.0;0.0;152.0;210.0;159.0;2191.0;416.0;416.0;2480.0;11651.0;6191.0;1904.0;4100.0;5421.0;14984.0;120.0;-1.0;1084.0;20.0;18.0;0.0;1.0
20334.0;164500.0;479500.0;9;1.0;24.0;30.0;173.0;564.0;2115.0;1415.0;402.0;3429.0;10826.0;5415.0;2321.0;3534.0;5242.0;13992.0;405.0;-1.0;2004.0;10.0;18.0;0.0;3.0
20335.0;165301.355932203;479542.372881356;8;3.0;41.0;309.0;711.0;145.0;1704.0;1072.0;243.0;4401.0;10033.0;4726.0;2120.0;3190.0;5250.0;13002.0;52.0;1.0;2754.0;11.0;1.0;0.0;6.0
20336.0;166710.175525749;479444.957774466;1;1.0;154.0;372.0;957.0;105.0;1725.0;259.0;105.0;5383.0;9280.0;4164.0;1732.0;3135.0;5445.0;12013.0;370.0;5.0;2686.0;51.0;1.0;0.0;6.0
20337.0;167500.0;479500.0;1;0.0;303.0;785.0;685.0;583.0;2246.0;152.0;152.0;5205.0;8578.0;3787.0;1526.0;3367.0;5808.0;11027.0;8.0;4.0;2936.0;51.0;1.0;0.0;6.0
20339.0;169500.0;479500.0;2;0.0;0.0;196.0;729.0;106.0;2404.0;202.0;82.0;5133.0;7941.0;3646.0;1575.0;3834.0;6310.0;10043.0;78.0;-1.0;3366.0;23.0;18.0;0.0;6.0
20340.0;170500.0;479500.0;2;3.0;195.0;715.0;129.0;642.0;2390.0;1101.0;692.0;5242.0;7383.0;3766.0;2144.0;4463.0;6921.0;9062.0;172.0;0.0;3433.0;24.0;18.0;0.0;6.0
20341.0;171500.0;479500.0;18;0.0;1042.0;831.0;818.0;49.0;2761.0;2077.0;497.0;4819.0;6927.0;3169.0;2952.0;5208.0;7606.0;8086.0;127.0;5.0;3720.0;51.0;1.0;0.0;6.0
20342.0;172500.0;479500.0;8;0.0;1518.0;852.0;1437.0;518.0;2743.0;1783.0;851.0;4181.0;6591.0;2261.0;3851.0;6027.0;8353.0;7117.0;359.0;4.0;4220.0;51.0;1.0;0.0;1.0
20343.0;173500.0;479500.0;3;0.0;994.0;976.0;1055.0;402.0;1785.0;1139.0;1009.0;3701.0;6396.0;1476.0;4790.0;6894.0;9148.0;6158.0;251.0;4.0;4869.0;51.0;1.0;0.0;1.0
20344.0;174500.0;479500.0;3;0.0;1225.0;726.0;670.0;747.0;921.0;774.0;1189.0;3428.0;6354.0;1092.0;5749.0;7793.0;8501.0;5215.0;124.0;5.0;5621.0;51.0;1.0;0.0;1.0
20345.0;175500.0;479500.0;4;0.0;335.0;298.0;883.0;461.0;560.0;464.0;464.0;3432.0;6307.0;1430.0;6319.0;8714.0;7605.0;4297.0;162.0;5.0;6442.0;51.0;1.0;0.0;1.0
20346.0;176500.0;479500.0;5;0.0;210.0;0.0;1121.0;169.0;901.0;169.0;169.0;2971.0;6414.0;2213.0;6403.0;9650.0;6738.0;3425.0;261.0;5.0;6618.0;60.0;11.0;36.310001373291016;2.0
20347.0;177500.0;479500.0;5;1.0;62.0;221.0;126.0;192.0;837.0;345.0;177.0;2404.0;6671.0;3123.0;6638.0;10598.0;5914.0;2645.0;145.0;5.0;6921.0;51.0;2.0;0.0;2.0
20348.0;178500.0;479500.0;4;1.0;0.0;270.0;281.0;20.0;1390.0;1075.0;20.0;2174.0;7062.0;4075.0;7009.0;11554.0;5152.0;2065.0;105.0;0.0;7348.0;23.0;18.0;0.0;6.0
20350.0;180500.0;479500.0;3;0.0;184.0;924.0;588.0;704.0;2064.0;1554.0;704.0;2382.0;7556.0;5045.0;7497.0;12517.0;4484.0;1859.0;100.0;0.0;7880.0;51.0;18.0;0.0;6.0
20351.0;181500.0;479500.0;2;0.0;999.0;750.0;1553.0;489.0;2542.0;1380.0;1081.0;2092.0;8140.0;6026.0;7048.0;13486.0;3954.0;2151.0;457.0;1.0;8491.0;51.0;1.0;0.0;1.0
20352.0;182500.0;479500.0;0;0.0;936.0;958.0;1971.0;64.0;3201.0;1396.0;1396.0;1599.0;7844.0;7011.0;6206.0;14459.0;3616.0;2792.0;178.0;5.0;9170.0;51.0;1.0;0.0;1.0
20353.0;183500.0;479500.0;3;0.0;676.0;1495.0;1437.0;161.0;3924.0;1607.0;1607.0;1613.0;7003.0;7378.0;5418.0;15435.0;3529.0;3601.0;124.0;4.0;9306.0;51.0;2.0;0.0;2.0
20354.0;184500.0;479500.0;2;0.0;240.0;1308.0;990.0;116.0;4674.0;1688.0;1737.0;1088.0;6210.0;6676.0;4704.0;16414.0;3716.0;4487.0;43.0;4.0;8315.0;51.0;2.0;0.0;1.0
20355.0;185500.0;479500.0;2;0.0;856.0;1427.0;1273.0;59.0;5505.0;1778.0;2087.0;386.0;5485.0;6058.0;4103.0;17396.0;4143.0;5413.0;414.0;5.0;7325.0;51.0;6.0;0.0;1.0
20358.0;188500.0;479500.0;5;0.0;1105.0;655.0;927.0;720.0;6384.0;2177.0;2338.0;957.0;4854.0;5551.0;3680.0;18379.0;4746.0;6354.0;260.0;0.0;6339.0;51.0;1.0;0.0;1.0
20359.0;189500.0;479500.0;1;0.0;650.0;780.0;616.0;292.0;7295.0;2740.0;1610.0;1892.0;4358.0;5175.0;3500.0;19364.0;5466.0;5370.0;84.0;5.0;5358.0;51.0;1.0;0.0;1.0
20366.0;196500.0;479500.0;2;5.0;168.0;1667.0;649.0;341.0;8226.0;3459.0;1002.0;2572.0;4053.0;4954.0;3587.0;20351.0;6264.0;4385.0;407.0;1.0;4386.0;34.0;18.0;0.0;6.0
20367.0;197500.0;479500.0;0;0.0;0.0;1000.0;196.0;81.0;9172.0;3454.0;666.0;3409.0;3982.0;4931.0;3886.0;21339.0;7113.0;3409.0;225.0;0.0;3430.0;20.0;18.0;0.0;6.0
20373.0;203500.0;479500.0;1;0.0;146.0;810.0;218.0;746.0;10128.0;3258.0;1132.0;4315.0;4117.0;5107.0;4363.0;22327.0;7997.0;2453.0;328.0;0.0;2508.0;51.0;23.0;35.84000015258789;6.0
20375.0;205500.0;479500.0;1;0.0;73.0;264.0;0.0;392.0;11092.0;2899.0;1802.0;3821.0;4464.0;5463.0;4996.0;23317.0;8905.0;1552.0;365.0;-1.0;1679.0;41.0;18.0;0.0;6.0
20376.0;206500.0;479500.0;2;0.0;542.0;755.0;609.0;50.0;12062.0;2318.0;1737.0;3456.0;4990.0;5968.0;5734.0;24308.0;9832.0;896.0;310.0;0.0;1145.0;51.0;1.0;0.0;6.0
20378.0;208500.0;479500.0;3;1.0;525.0;558.0;1049.0;1032.0;11578.0;1403.0;1737.0;3361.0;5646.0;6587.0;6542.0;25299.0;10771.0;1013.0;331.0;4.0;1122.0;51.0;2.0;0.0;6.0
20379.0;209500.0;479500.0;3;0.0;139.0;213.0;60.0;480.0;11103.0;480.0;1813.0;3353.0;6392.0;6132.0;7398.0;26291.0;11721.0;1776.0;240.0;0.0;1713.0;51.0;1.0;0.0;1.0
20380.0;210500.0;479500.0;4;0.0;100.0;296.0;683.0;73.0;10699.0;73.0;1008.0;3000.0;7200.0;5147.0;8285.0;27284.0;12678.0;2698.0;174.0;0.0;2412.0;24.0;3.0;0.0;6.0
20381.0;211500.0;479500.0;1;1.0;907.0;422.0;1661.0;62.0;10372.0;247.0;62.0;2642.0;8051.0;4170.0;9196.0;28277.0;12702.0;3662.0;225.0;0.0;3233.0;51.0;2.0;0.0;6.0
20383.0;213500.0;479500.0;1;0.0;1772.0;1207.0;2508.0;527.0;10133.0;1054.0;448.0;2174.0;8933.0;3206.0;10124.0;29271.0;12685.0;4641.0;816.0;5.0;4134.0;51.0;6.0;0.0;6.0
20386.0;216500.0;479500.0;0;0.0;1201.0;638.0;1729.0;1391.0;9989.0;2039.0;1391.0;1253.0;9837.0;2273.0;11064.0;30265.0;12581.0;5627.0;1038.0;3.0;3405.0;51.0;6.0;0.0;6.0
20387.0;217500.0;479500.0;1;0.0;587.0;810.0;1146.0;545.0;9943.0;1588.0;545.0;625.0;10758.0;1434.0;12014.0;31259.0;12243.0;6618.0;230.0;5.0;2432.0;51.0;2.0;0.0;6.0
20388.0;218500.0;479500.0;2;0.0;817.0;815.0;997.0;433.0;9998.0;715.0;433.0;423.0;11693.0;970.0;12971.0;32254.0;11980.0;7610.0;419.0;5.0;1495.0;51.0;1.0;0.0;6.0
20394.0;224500.0;479500.0;3;0.0;1354.0;144.0;443.0;37.0;9608.0;106.0;106.0;440.0;12637.0;995.0;12964.0;33249.0;11135.0;8605.0;302.0;5.0;746.0;51.0;1.0;0.0;1.0
20395.0;225500.0;479500.0;14;0.0;774.0;182.0;288.0;9.0;8608.0;21.0;9.0;178.0;13590.0;1631.0;12161.0;34245.0;10165.0;9601.0;345.0;5.0;791.0;51.0;1.0;0.0;2.0
20396.0;226500.0;479500.0;3;1.0;946.0;669.0;772.0;919.0;7608.0;810.0;239.0;334.0;14548.0;2496.0;11389.0;35240.0;9201.0;10549.0;465.0;0.0;1555.0;51.0;1.0;0.0;1.0
20397.0;227500.0;479500.0;5;0.0;1394.0;931.0;1432.0;36.0;6608.0;1577.0;282.0;985.0;15512.0;3433.0;10655.0;36236.0;8246.0;9866.0;205.0;4.0;2493.0;51.0;2.0;0.0;2.0
20398.0;228500.0;479500.0;0;0.0;1382.0;1236.0;1694.0;1036.0;5608.0;1360.0;265.0;646.0;16481.0;4356.0;9968.0;37232.0;7304.0;9242.0;688.0;4.0;3465.0;51.0;1.0;0.0;6.0
20400.0;230500.0;479500.0;0;0.0;861.0;1244.0;859.0;826.0;4608.0;1590.0;53.0;987.0;17452.0;3383.0;9337.0;38228.0;6378.0;8688.0;170.0;4.0;4450.0;51.0;1.0;0.0;6.0
20401.0;231500.0;479500.0;4;0.0;848.0;412.0;668.0;167.0;3608.0;2101.0;30.0;659.0;18427.0;2432.0;8775.0;38497.0;5479.0;8219.0;485.0;5.0;4575.0;51.0;2.0;0.0;1.0
20402.0;232500.0;479500.0;5;1.0;725.0;0.0;1273.0;331.0;2608.0;2879.0;84.0;824.0;19405.0;1544.0;8283.0;38079.0;4622.0;7850.0;436.0;5.0;4111.0;60.0;2.0;0.0;6.0
20403.0;233500.0;479500.0;4;0.0;192.0;145.0;893.0;194.0;1608.0;2908.0;18.0;1396.0;20384.0;916.0;7878.0;37683.0;3829.0;7595.0;555.0;5.0;3841.0;51.0;2.0;0.0;1.0
20404.0;234500.0;479500.0;1;1.0;203.0;1.0;0.0;624.0;609.0;1998.0;64.0;2275.0;21366.0;1116.0;7576.0;37309.0;3123.0;7467.0;671.0;0.0;3754.0;11.0;11.0;37.439998626708984;6.0
20407.0;237500.0;479500.0;0;1.0;0.0;860.0;222.0;544.0;224.0;1194.0;102.0;3223.0;22349.0;1862.0;6771.0;36959.0;2617.0;7471.0;308.0;-1.0;3921.0;20.0;18.0;0.0;6.0
20408.0;238500.0;479500.0;1;0.0;0.0;1262.0;342.0;107.0;358.0;648.0;107.0;2638.0;22116.0;2773.0;5797.0;36631.0;2438.0;7608.0;253.0;0.0;4319.0;20.0;18.0;0.0;6.0
20410.0;240500.0;479500.0;1;0.0;263.0;1381.0;573.0;125.0;125.0;125.0;125.0;1792.0;21515.0;3730.0;4834.0;36328.0;2652.0;7812.0;399.0;5.0;4173.0;72.0;2.0;0.0;6.0
20412.0;242500.0;479500.0;3;0.0;546.0;615.0;821.0;83.0;738.0;738.0;83.0;994.0;20945.0;4704.0;3889.0;36050.0;3182.0;8133.0;881.0;5.0;3894.0;51.0;1.0;0.0;6.0
20413.0;243500.0;479500.0;1;0.0;889.0;23.0;268.0;338.0;1518.0;816.0;147.0;265.0;20407.0;5681.0;2979.0;35798.0;3900.0;8559.0;307.0;5.0;3861.0;51.0;1.0;0.0;6.0
20414.0;244500.0;479500.0;0;2.0;808.0;0.0;689.0;511.0;2284.0;86.0;86.0;718.0;19906.0;6664.0;2135.0;35572.0;4707.0;9076.0;210.0;5.0;4081.0;60.0;1.0;0.0;6.0
20415.0;245500.0;479500.0;1;4.0;1218.0;118.0;887.0;309.0;3084.0;339.0;13.0;729.0;19442.0;7652.0;1445.0;35373.0;5577.0;9668.0;350.0;5.0;4484.0;61.0;12.0;38.11000061035156;6.0
20416.0;246500.0;479500.0;11;3.0;1920.0;0.0;862.0;146.0;3917.0;276.0;146.0;502.0;19021.0;8642.0;1163.0;35202.0;6484.0;10324.0;288.0;5.0;5050.0;60.0;12.0;38.310001373291016;6.0
20417.0;247500.0;479500.0;2;0.0;2634.0;78.0;623.0;80.0;4718.0;1051.0;118.0;1279.0;18643.0;9462.0;661.0;35058.0;7415.0;11032.0;198.0;5.0;5735.0;51.0;1.0;0.0;6.0
20418.0;248500.0;479500.0;0;0.0;1667.0;339.0;821.0;582.0;5448.0;1994.0;38.0;895.0;18311.0;9110.0;823.0;34942.0;8363.0;11782.0;838.0;3.0;6501.0;51.0;1.0;0.0;6.0
20419.0;249500.0;479500.0;1;0.0;785.0;466.0;1643.0;475.0;6236.0;1676.0;479.0;151.0;18029.0;8857.0;1668.0;34854.0;8641.0;12567.0;341.0;3.0;7323.0;51.0;1.0;0.0;2.0
20421.0;251500.0;479500.0;3;0.0;187.0;243.0;804.0;61.0;7069.0;940.0;94.0;1012.0;17809.0;8721.0;2553.0;34805.0;8899.0;13377.0;106.0;4.0;8171.0;51.0;1.0;0.0;6.0
20422.0;252500.0;479500.0;1;0.0;120.0;878.0;205.0;174.0;7740.0;536.0;3.0;1678.0;17976.0;8972.0;3227.0;35068.0;9370.0;14044.0;445.0;-1.0;8587.0;51.0;5.0;0.0;6.0
20423.0;253500.0;479500.0;2;0.0;0.0;3629.0;159.0;69.0;17010.0;86.0;8602.0;3443.0;4007.0;18812.0;4713.0;15127.0;2952.0;185.0;398.0;1.0;784.0;23.0;17.0;0.0;6.0
20424.0;254500.0;479500.0;1;0.0;119.0;3445.0;72.0;4.0;16732.0;4.0;8227.0;3191.0;3744.0;19097.0;4406.0;15520.0;3322.0;69.0;602.0;1.0;1162.0;11.0;17.0;0.0;6.0
20426.0;256500.0;479500.0;1;0.0;392.0;4255.0;375.0;370.0;4992.0;11572.0;8036.0;1083.0;6073.0;15750.0;11750.0;14555.0;1319.0;12110.0;28.0;5.0;5774.0;11.0;45.0;29.030000686645508;6.0
20427.0;257500.0;479500.0;3;0.0;0.0;3809.0;234.0;389.0;4264.0;11993.0;8700.0;201.0;5668.0;15453.0;10900.0;14524.0;566.0;12994.0;429.0;0.0;5062.0;20.0;18.0;0.0;6.0
20428.0;258500.0;479500.0;0;0.0;0.0;3336.0;157.0;5.0;3559.0;12020.0;9472.0;372.0;5319.0;15209.0;9937.0;14590.0;324.0;13993.0;510.0;1.0;4365.0;20.0;18.0;0.0;6.0
20430.0;260500.0;479500.0;1;0.0;106.0;2668.0;174.0;7.0;3025.0;11219.0;10283.0;364.0;5143.0;15028.0;8984.0;14724.0;1288.0;14992.0;85.0;0.0;3805.0;11.0;1.0;0.0;6.0
20431.0;261500.0;479500.0;1;0.0;903.0;1980.0;535.0;307.0;2762.0;10452.0;10452.0;269.0;5159.0;14908.0;8041.0;14924.0;2283.0;15508.0;422.0;2.0;3451.0;51.0;3.0;0.0;6.0
20432.0;262500.0;479500.0;4;0.0;1753.0;1651.0;1483.0;641.0;2645.0;9722.0;9722.0;365.0;5237.0;14852.0;7106.0;15187.0;3281.0;14644.0;474.0;4.0;3367.0;51.0;3.0;0.0;6.0
20434.0;264500.0;479500.0;3;0.0;760.0;1818.0;1216.0;1410.0;2266.0;9043.0;9043.0;532.0;4380.0;14864.0;6174.0;15510.0;4280.0;13798.0;141.0;4.0;3245.0;51.0;6.0;0.0;6.0
20436.0;266436.750899871;479513.068369287;0;0.0;0.0;2237.0;346.0;520.0;2137.0;8429.0;8429.0;1046.0;3598.0;14942.0;5265.0;15890.0;5280.0;12974.0;202.0;0.0;3253.0;11.0;6.0;0.0;6.0
20439.0;93551.1793795086;480464.762364556;1;0.0;0.0;2191.0;36.0;64.0;2441.0;7894.0;7894.0;1794.0;2914.0;15087.0;4394.0;16322.0;5362.0;12177.0;214.0;0.0;3551.0;20.0;18.0;0.0;6.0
20440.0;94500.0;480500.0;2;0.0;447.0;1192.0;982.0;549.0;3056.0;7434.0;7434.0;2252.0;2407.0;15296.0;3583.0;16803.0;4523.0;11411.0;447.0;5.0;4065.0;51.0;5.0;0.0;6.0
20441.0;95500.0;480500.0;1;1.0;0.0;207.0;367.0;85.0;3837.0;7025.0;7025.0;1321.0;2258.0;15566.0;2871.0;17328.0;3762.0;10685.0;18.0;2.0;4181.0;20.0;18.0;0.0;6.0
