rowid;latitude;longitude;target;dbuiltup;dforest;drecreation;dbrr;dwrl;dwrn;dwrr;dcamping;dcaravan;dcross;dgolf;dheem;dhaven;dsafari;dwater;attr;dbath;lu;lc;maxmeanhaz;maxstdhaz;exp
9.0;187697.848961306;307738.427948085;1;0.0;2378.0;923.0;1186.0;62.0;809.0;809.0;1160.0;665.0;19560.0;16732.0;4424.0;24124.0;15587.0;15693.0;346.0;5.0;15924.0;51.0;1.0;0.0;6.0
11.0;190759.327217125;307671.827217125;1;0.0;1937.0;519.0;1661.0;207.0;3613.0;1997.0;703.0;4638.0;16379.0;27864.0;9820.0;26804.0;2695.0;27735.0;331.0;-1.0;4743.0;51.0;2.0;0.0;6.0
12.0;191450.697409621;307618.83361799;1;0.0;1691.0;328.0;1054.0;23.0;3627.0;1747.0;237.0;4377.0;16237.0;27370.0;9565.0;26550.0;2538.0;27234.0;247.0;5.0;4665.0;51.0;2.0;0.0;6.0
13.0;192523.355884683;307551.686127002;2;0.0;1425.0;889.0;208.0;421.0;3594.0;1373.0;91.0;3542.0;15851.0;26560.0;9052.0;26008.0;2324.0;26419.0;577.0;-1.0;4443.0;51.0;1.0;0.0;6.0
14.0;193437.457258315;307756.631289134;1;0.0;679.0;747.0;800.0;52.0;3875.0;1148.0;52.0;2573.0;15521.0;25587.0;8583.0;25438.0;2593.0;25436.0;183.0;-1.0;4492.0;51.0;4.0;0.0;6.0
17.0;197506.905370844;307608.746803069;1;0.0;351.0;1384.0;1727.0;305.0;3871.0;1276.0;263.0;2011.0;15499.0;24845.0;8476.0;25155.0;3307.0;24682.0;1001.0;-1.0;4946.0;51.0;2.0;0.0;6.0
19.0;199321.466667335;307667.866662881;3;0.0;914.0;167.0;1028.0;300.0;4761.0;1167.0;300.0;1436.0;15755.0;20761.0;6430.0;23604.0;7937.0;20531.0;315.0;-1.0;8604.0;51.0;45.0;0.0;6.0
24.0;179491.284663544;308505.810224374;2;0.0;664.0;214.0;876.0;146.0;5144.0;990.0;107.0;1782.0;15895.0;20240.0;5822.0;23454.0;8602.0;19983.0;381.0;-1.0;9196.0;51.0;1.0;0.0;6.0
28.0;184523.161189358;308520.657276995;1;0.0;578.0;1030.0;1143.0;141.0;5524.0;921.0;141.0;1765.0;16019.0;19595.0;5100.0;23229.0;9360.0;19280.0;57.0;-1.0;9867.0;51.0;9.0;0.0;6.0
29.0;185500.0;308500.0;2;1.0;1232.0;143.0;1040.0;550.0;4911.0;536.0;49.0;1833.0;16632.0;18699.0;4133.0;23203.0;10814.0;18240.0;987.0;5.0;11248.0;51.0;1.0;0.0;6.0
30.0;186473.118278287;308529.390681736;1;0.0;927.0;3.0;623.0;562.0;4477.0;252.0;184.0;1755.0;16615.0;18302.0;3747.0;22994.0;11162.0;17823.0;816.0;-1.0;11541.0;60.0;1.0;0.0;6.0
32.0;188440.69825095;308581.246884192;8;1.0;1642.0;0.0;1269.0;896.0;2173.0;21.0;412.0;794.0;18059.0;16916.0;3247.0;23247.0;13828.0;16130.0;403.0;5.0;14127.0;60.0;11.0;0.0;6.0
35.0;191500.0;308500.0;3;1.0;1723.0;200.0;1469.0;556.0;1568.0;418.0;1063.0;189.0;18469.0;16598.0;3447.0;23350.0;14518.0;15726.0;651.0;5.0;14799.0;51.0;1.0;0.0;6.0
36.0;192500.0;308500.0;1;2.0;1795.0;305.0;606.0;235.0;780.0;704.0;980.0;479.0;19124.0;16138.0;3937.0;23535.0;15586.0;15129.0;540.0;5.0;15840.0;51.0;1.0;0.0;6.0
37.0;193500.0;308500.0;2;1.0;1999.0;226.0;400.0;756.0;38.0;429.0;119.0;441.0;19504.0;15554.0;4256.0;23472.0;16458.0;14444.0;68.0;5.0;16652.0;78.0;45.0;0.0;6.0
38.0;194496.505376344;308503.817204301;3;0.0;2536.0;263.0;92.0;1208.0;90.0;513.0;90.0;96.0;19584.0;15115.0;4010.0;23514.0;17271.0;13901.0;228.0;5.0;17425.0;51.0;45.0;0.0;6.0
39.0;195509.741283765;308565.775777385;1;0.0;1311.0;0.0;1949.0;1415.0;78.0;107.0;2047.0;1770.0;20175.0;14588.0;1961.0;24327.0;19696.0;13031.0;1396.0;5.0;19128.0;60.0;11.0;0.0;6.0
40.0;196500.101874137;308500.103321221;29;1.0;929.0;0.0;1497.0;803.0;25.0;302.0;1652.0;1137.0;20428.0;14492.0;1514.0;24641.0;20511.0;12823.0;676.0;5.0;19216.0;60.0;11.0;0.0;6.0
41.0;197500.0;308500.0;0;0.0;1121.0;173.0;849.0;5.0;167.0;150.0;886.0;823.0;20678.0;14342.0;1366.0;24958.0;21474.0;12545.0;234.0;5.0;19271.0;11.0;45.0;0.0;6.0
42.0;198500.0;308500.0;1;4.0;876.0;0.0;7.0;398.0;206.0;206.0;398.0;1241.0;20910.0;14245.0;1653.0;25242.0;22306.0;12342.0;567.0;5.0;19339.0;60.0;11.0;0.0;6.0
43.0;199338.372818044;308552.937918105;1;0.0;1643.0;265.0;1428.0;121.0;3273.0;1711.0;645.0;4305.0;16046.0;27655.0;9509.0;26491.0;2376.0;27531.0;500.0;4.0;4406.0;72.0;16.0;0.0;6.0
45.0;177500.0;309500.0;7;0.0;965.0;66.0;754.0;197.0;2860.0;1020.0;197.0;3763.0;15482.0;26915.0;8857.0;25844.0;1775.0;26791.0;664.0;5.0;3894.0;51.0;2.0;0.0;6.0
46.0;178500.0;309500.0;1;0.0;728.0;544.0;301.0;605.0;2972.0;688.0;81.0;3163.0;15157.0;26105.0;8378.0;25347.0;1661.0;25974.0;249.0;5.0;3758.0;51.0;1.0;0.0;6.0
50.0;182834.972556001;309580.373831776;2;0.0;709.0;219.0;599.0;86.0;3253.0;605.0;84.0;2222.0;14893.0;25234.0;7973.0;24859.0;2081.0;25093.0;428.0;-1.0;3880.0;51.0;1.0;0.0;6.0
51.0;183500.0;309500.0;1;1.0;0.0;672.0;1209.0;85.0;3133.0;656.0;85.0;1419.0;14764.0;24415.0;7748.0;24470.0;2847.0;24264.0;448.0;1.0;4298.0;20.0;1.0;0.0;6.0
53.0;185500.0;309500.0;2;0.0;628.0;667.0;1679.0;416.0;2897.0;579.0;182.0;792.0;14411.0;23723.0;7363.0;23954.0;3267.0;23570.0;244.0;-1.0;4416.0;51.0;2.0;0.0;6.0
56.0;188500.0;309500.0;15;0.0;949.0;257.0;1192.0;945.0;2968.0;1182.0;252.0;1190.0;14330.0;21360.0;7454.0;22904.0;5934.0;21174.0;264.0;-1.0;6495.0;51.0;1.0;0.0;6.0
57.0;189500.0;309500.0;2;0.0;722.0;506.0;605.0;415.0;3243.0;996.0;99.0;603.0;14468.0;20904.0;7035.0;22792.0;6557.0;20709.0;539.0;-1.0;7064.0;51.0;5.0;0.0;6.0
58.0;190500.0;309500.0;4;2.0;268.0;273.0;641.0;410.0;4007.0;587.0;29.0;651.0;14954.0;20388.0;6261.0;22884.0;7545.0;20174.0;201.0;5.0;8046.0;51.0;45.0;0.0;6.0
59.0;191500.0;309500.0;4;2.0;172.0;773.0;197.0;52.0;4575.0;264.0;529.0;1360.0;15205.0;19676.0;5384.0;22717.0;8506.0;19447.0;684.0;5.0;8932.0;51.0;1.0;0.0;6.0
60.0;192500.0;309500.0;3;1.0;604.0;744.0;956.0;429.0;5191.0;289.0;429.0;1076.0;15463.0;18955.0;4524.0;22541.0;9458.0;18684.0;471.0;5.0;9812.0;51.0;1.0;0.0;6.0
61.0;193500.0;309500.0;2;0.0;729.0;451.0;894.0;33.0;4859.0;18.0;18.0;1022.0;15823.0;18189.0;3645.0;22402.0;10519.0;17823.0;337.0;5.0;10808.0;51.0;1.0;0.0;6.0
62.0;194500.0;309500.0;5;6.0;257.0;560.0;67.0;139.0;3977.0;166.0;485.0;1021.0;16159.0;17576.0;3011.0;22318.0;11395.0;17125.0;82.0;2.0;11639.0;51.0;1.0;0.0;6.0
63.0;195500.0;309500.0;4;0.0;906.0;0.0;655.0;321.0;2973.0;312.0;895.0;408.0;16436.0;16796.0;2329.0;22102.0;12348.0;16263.0;514.0;5.0;12516.0;60.0;11.0;0.0;6.0
64.0;196500.0;309500.0;2;0.0;832.0;0.0;413.0;772.0;1853.0;23.0;578.0;413.0;17267.0;16245.0;2372.0;22373.0;13605.0;15549.0;417.0;5.0;13769.0;60.0;11.0;0.0;6.0
66.0;198500.0;309500.0;2;8.0;899.0;370.0;720.0;105.0;1133.0;105.0;1133.0;660.0;17761.0;15820.0;2634.0;22477.0;14441.0;15019.0;608.0;5.0;14584.0;51.0;1.0;0.0;6.0
67.0;199472.64369168;309474.732912348;5;2.0;875.0;514.0;494.0;103.0;278.0;58.0;424.0;107.0;18344.0;15312.0;3140.0;22592.0;15435.0;14384.0;202.0;5.0;15549.0;51.0;1.0;0.0;6.0
71.0;178500.0;310500.0;2;2.0;1545.0;193.0;514.0;1030.0;68.0;472.0;68.0;0.0;18897.0;14854.0;3680.0;22751.0;16429.0;13792.0;85.0;5.0;16518.0;51.0;45.0;0.0;6.0
72.0;179500.0;310500.0;2;3.0;2395.0;65.0;429.0;1745.0;118.0;410.0;178.0;460.0;18983.0;14448.0;3635.0;22948.0;17421.0;13247.0;241.0;5.0;17486.0;51.0;11.0;0.0;6.0
73.0;180500.0;310500.0;2;1.0;1970.0;0.0;1299.0;1859.0;24.0;642.0;634.0;1306.0;19067.0;14041.0;2631.0;23134.0;18425.0;12698.0;764.0;5.0;18257.0;60.0;11.0;0.0;6.0
74.0;181440.863177227;310577.961432507;0;27.0;1121.0;0.0;1697.0;1365.0;88.0;343.0;1626.0;1783.0;19324.0;13827.0;1707.0;23478.0;19417.0;12335.0;1041.0;5.0;18297.0;60.0;11.0;0.0;6.0
76.0;183500.0;310500.0;0;0.0;163.0;355.0;801.0;626.0;47.0;467.0;2185.0;783.0;19566.0;13615.0;811.0;23799.0;20414.0;11977.0;244.0;5.0;18325.0;51.0;1.0;0.0;6.0
78.0;185500.0;310500.0;1;1.0;532.0;418.0;481.0;253.0;152.0;618.0;1546.0;106.0;19856.0;13474.0;521.0;24158.0;21411.0;11695.0;126.0;5.0;18408.0;51.0;1.0;0.0;6.0
81.0;188500.0;310500.0;1;1.0;0.0;112.0;409.0;576.0;5.0;74.0;1256.0;946.0;20085.0;13360.0;1096.0;24437.0;22243.0;11467.0;529.0;5.0;18466.0;20.0;18.0;0.0;6.0
82.0;189500.0;310500.0;1;0.0;120.0;670.0;6.0;247.0;2013.0;255.0;247.0;2836.0;14550.0;26235.0;7949.0;24934.0;844.0;26123.0;129.0;5.0;2972.0;51.0;1.0;0.0;6.0
83.0;190500.0;310500.0;3;0.0;0.0;945.0;298.0;275.0;2065.0;275.0;320.0;2602.0;14193.0;25605.0;7483.0;24469.0;716.0;25491.0;109.0;0.0;2759.0;20.0;18.0;0.0;6.0
84.0;191500.0;310500.0;2;0.0;223.0;464.0;173.0;263.0;2336.0;47.0;995.0;1999.0;13951.0;24736.0;7067.0;23998.0;1488.0;24611.0;511.0;4.0;2971.0;51.0;23.0;0.0;6.0
85.0;192500.0;310500.0;4;0.0;511.0;104.0;984.0;379.0;2139.0;188.0;749.0;999.0;13778.0;23876.0;6774.0;23561.0;2431.0;23742.0;607.0;5.0;3469.0;51.0;1.0;0.0;6.0
86.0;193500.0;310500.0;6;0.0;1391.0;344.0;941.0;207.0;2179.0;605.0;570.0;92.0;13614.0;23051.0;6560.0;23124.0;3327.0;22907.0;1030.0;5.0;4055.0;51.0;1.0;0.0;6.0
87.0;194500.0;310500.0;2;0.0;1630.0;811.0;879.0;158.0;1676.0;585.0;78.0;87.0;13270.0;22309.0;6222.0;22578.0;3967.0;22163.0;1598.0;-1.0;4411.0;51.0;1.0;0.0;6.0
88.0;195500.0;310500.0;5;2.0;566.0;0.0;1382.0;787.0;2280.0;791.0;101.0;1386.0;13641.0;21051.0;6766.0;22288.0;5710.0;20880.0;137.0;5.0;6061.0;60.0;5.0;0.0;6.0
89.0;196500.0;310500.0;1;1.0;223.0;280.0;727.0;264.0;2625.0;392.0;207.0;730.0;13806.0;20564.0;6945.0;22179.0;6380.0;20382.0;412.0;5.0;6697.0;51.0;1.0;0.0;6.0
90.0;197497.654941374;310497.654941374;0;0.0;526.0;417.0;260.0;102.0;3184.0;167.0;366.0;257.0;13992.0;19776.0;5971.0;21934.0;7375.0;19580.0;409.0;5.0;7619.0;51.0;1.0;0.0;6.0
93.0;176775.760913065;311589.677680014;1;1.0;427.0;550.0;518.0;572.0;3816.0;705.0;889.0;1034.0;14243.0;19008.0;5007.0;21732.0;8372.0;18797.0;82.0;5.0;8559.0;51.0;1.0;0.0;6.0
95.0;178500.0;311500.0;1;0.0;1229.0;6.0;170.0;467.0;4582.0;671.0;1251.0;110.0;14557.0;18263.0;4061.0;21575.0;9370.0;18035.0;253.0;5.0;9509.0;51.0;1.0;0.0;6.0
96.0;179500.0;311500.0;3;0.0;739.0;69.0;645.0;358.0;4853.0;478.0;913.0;172.0;14932.0;17542.0;3148.0;21463.0;10368.0;17279.0;357.0;5.0;10464.0;51.0;1.0;0.0;6.0
97.0;180500.0;311500.0;5;16.0;406.0;0.0;506.0;440.0;3853.0;493.0;1310.0;436.0;15362.0;16850.0;2309.0;21398.0;11366.0;16489.0;339.0;5.0;11426.0;60.0;1.0;0.0;6.0
98.0;181500.0;311500.0;1;2.0;1045.0;225.0;200.0;93.0;2855.0;338.0;1403.0;194.0;15844.0;16189.0;1657.0;21379.0;12364.0;15723.0;128.0;5.0;12394.0;51.0;1.0;0.0;6.0
99.0;182500.0;311500.0;4;6.0;545.0;129.0;295.0;179.0;1858.0;390.0;1285.0;186.0;16373.0;15565.0;1402.0;21407.0;13363.0;14985.0;110.0;5.0;13367.0;51.0;1.0;0.0;6.0
101.0;184500.0;311500.0;2;2.0;254.0;551.0;529.0;84.0;866.0;390.0;866.0;537.0;16945.0;14982.0;1742.0;21482.0;14362.0;14278.0;612.0;5.0;14344.0;51.0;1.0;0.0;6.0
103.0;186500.0;311500.0;1;1.0;239.0;780.0;151.0;126.0;46.0;227.0;46.0;509.0;17555.0;14445.0;2283.0;21602.0;15361.0;13608.0;447.0;5.0;15324.0;51.0;1.0;0.0;6.0
105.0;188500.0;311500.0;1;2.0;1238.0;1.0;423.0;404.0;572.0;102.0;163.0;408.0;17899.0;13958.0;2907.0;21768.0;16360.0;12981.0;418.0;5.0;16306.0;51.0;11.0;0.0;6.0
106.0;189500.0;311500.0;2;5.0;1636.0;0.0;1243.0;1384.0;505.0;566.0;505.0;1234.0;17995.0;13529.0;3586.0;21978.0;17360.0;12403.0;644.0;5.0;17290.0;60.0;11.0;0.0;6.0
108.0;191500.0;311500.0;1;4.0;1058.0;0.0;1485.0;1038.0;79.0;79.0;935.0;1731.0;18145.0;13161.0;2592.0;22232.0;18359.0;11881.0;324.0;5.0;17325.0;60.0;11.0;0.0;6.0
109.0;192500.0;311500.0;3;2.0;1234.0;197.0;1473.0;739.0;116.0;386.0;1789.0;2056.0;18349.0;12860.0;1605.0;22526.0;19356.0;11422.0;208.0;5.0;17297.0;51.0;1.0;0.0;6.0
110.0;193500.0;311500.0;1;0.0;695.0;472.0;657.0;61.0;61.0;61.0;2742.0;1264.0;18604.0;12632.0;660.0;22861.0;20349.0;11035.0;145.0;4.0;17327.0;51.0;1.0;0.0;6.0
111.0;194500.0;311500.0;1;6.0;209.0;460.0;0.0;443.0;191.0;360.0;2405.0;759.0;18909.0;12480.0;290.0;23234.0;21343.0;10727.0;21.0;1.0;17414.0;44.0;1.0;0.0;6.0
112.0;195500.0;311500.0;4;7.0;0.0;588.0;265.0;222.0;44.0;222.0;2159.0;858.0;19274.0;12433.0;1157.0;23655.0;22313.0;10536.0;247.0;-1.0;17579.0;20.0;18.0;0.0;6.0
113.0;196485.428681276;311483.621683968;0;0.0;29.0;107.0;170.0;62.0;62.0;62.0;2147.0;1314.0;19524.0;12449.0;1726.0;23934.0;22906.0;10469.0;312.0;-1.0;17710.0;32.0;28.0;0.0;6.0
118.0;179500.0;312500.0;5;0.0;569.0;771.0;770.0;222.0;636.0;41.0;636.0;1323.0;13063.0;25474.0;6638.0;23574.0;302.0;25388.0;31.0;5.0;1435.0;72.0;16.0;0.0;6.0
119.0;180500.0;312500.0;3;0.0;89.0;1307.0;418.0;245.0;1311.0;293.0;1265.0;1599.0;13226.0;25121.0;6606.0;23589.0;364.0;25024.0;332.0;0.0;1759.0;51.0;18.0;0.0;6.0
121.0;182500.0;312500.0;11;1.0;177.0;786.0;264.0;704.0;1445.0;982.0;1697.0;1814.0;12975.0;24249.0;6143.0;23112.0;1349.0;24142.0;517.0;4.0;2076.0;51.0;18.0;0.0;6.0
125.0;186500.0;312500.0;1;0.0;964.0;136.0;823.0;109.0;1141.0;323.0;1588.0;817.0;12788.0;23372.0;5804.0;22657.0;2349.0;23255.0;357.0;5.0;2741.0;51.0;1.0;0.0;6.0
127.0;188500.0;312500.0;3;2.0;1361.0;11.0;24.0;622.0;1299.0;6.0;830.0;6.0;12678.0;22504.0;5625.0;22238.0;3348.0;22377.0;1103.0;5.0;3566.0;51.0;1.0;0.0;6.0
128.0;189500.0;312500.0;2;1.0;892.0;567.0;913.0;0.0;954.0;0.0;320.0;4.0;12568.0;21658.0;5538.0;21806.0;4288.0;21522.0;890.0;5.0;4378.0;11.0;1.0;0.0;6.0
129.0;190500.0;312500.0;24;0.0;728.0;144.0;658.0;49.0;1244.0;260.0;646.0;647.0;12618.0;20708.0;5729.0;21419.0;5411.0;20559.0;298.0;-1.0;5431.0;51.0;5.0;0.0;6.0
130.0;191500.0;312500.0;2;0.0;0.0;306.0;335.0;91.0;1828.0;91.0;569.0;1239.0;12818.0;19977.0;6122.0;21216.0;6348.0;19814.0;589.0;5.0;6347.0;20.0;1.0;0.0;6.0
135.0;196262.573099415;312524.561403509;2;0.0;393.0;111.0;424.0;389.0;2402.0;817.0;1069.0;1180.0;13019.0;19164.0;5808.0;20960.0;7335.0;18988.0;90.0;5.0;7304.0;51.0;1.0;0.0;6.0
142.0;179500.0;313500.0;2;0.0;808.0;644.0;1178.0;627.0;3194.0;1218.0;1616.0;1266.0;13287.0;18371.0;4812.0;20749.0;8321.0;18179.0;586.0;4.0;8271.0;51.0;1.0;0.0;6.0
143.0;180500.0;313500.0;3;0.0;1527.0;810.0;680.0;23.0;4078.0;1625.0;2164.0;661.0;13623.0;17598.0;3818.0;20585.0;9310.0;17390.0;344.0;5.0;9246.0;51.0;1.0;0.0;6.0
144.0;181500.0;313500.0;2;0.0;532.0;110.0;1065.0;528.0;4647.0;1446.0;1912.0;835.0;14023.0;16849.0;2827.0;20468.0;10301.0;16624.0;77.0;5.0;10225.0;51.0;5.0;0.0;6.0
147.0;184500.0;313500.0;1;1.0;352.0;0.0;1003.0;436.0;4021.0;1492.0;2130.0;997.0;14480.0;16128.0;1848.0;20399.0;11294.0;15881.0;469.0;5.0;11208.0;60.0;1.0;0.0;6.0
149.0;186500.0;313500.0;0;1.0;1350.0;52.0;913.0;856.0;3075.0;1238.0;2334.0;934.0;14991.0;15437.0;913.0;20379.0;12287.0;15084.0;230.0;5.0;12193.0;51.0;5.0;0.0;6.0
151.0;188500.0;313500.0;0;3.0;1228.0;0.0;402.0;1179.0;2104.0;979.0;2104.0;1186.0;15549.0;14781.0;413.0;20409.0;13282.0;14313.0;145.0;5.0;13181.0;60.0;1.0;0.0;6.0
152.0;189500.0;313500.0;2;2.0;765.0;594.0;933.0;894.0;1128.0;56.0;1128.0;1294.0;16149.0;14166.0;927.0;20487.0;14278.0;13571.0;338.0;5.0;14171.0;51.0;1.0;0.0;6.0
153.0;190500.0;313500.0;7;3.0;716.0;946.0;869.0;560.0;222.0;829.0;222.0;875.0;16788.0;13596.0;1493.0;20613.0;15274.0;12864.0;152.0;5.0;15162.0;51.0;1.0;0.0;6.0
155.0;192500.0;313500.0;1;1.0;1044.0;227.0;728.0;319.0;714.0;711.0;714.0;1157.0;16901.0;13078.0;2316.0;20787.0;16270.0;12199.0;146.0;5.0;16154.0;51.0;1.0;0.0;6.0
156.0;193500.0;313500.0;0;2.0;1157.0;0.0;1304.0;417.0;395.0;824.0;1461.0;784.0;17003.0;12618.0;3240.0;21007.0;17267.0;11582.0;219.0;5.0;16417.0;60.0;11.0;0.0;6.0
158.0;195500.0;313500.0;1;5.0;257.0;454.0;599.0;260.0;1.0;82.0;1766.0;836.0;17162.0;12223.0;2895.0;21272.0;18264.0;11021.0;40.0;5.0;16327.0;51.0;1.0;0.0;6.0
159.0;196468.817204301;313523.655913978;4;1.0;657.0;760.0;605.0;134.0;21.0;134.0;2349.0;1627.0;17377.0;11899.0;2059.0;21580.0;19262.0;10525.0;39.0;5.0;16297.0;51.0;1.0;0.0;6.0
165.0;175513.579682093;314525.087492913;1;2.0;53.0;190.0;316.0;72.0;367.0;418.0;3136.0;1104.0;17648.0;11655.0;1427.0;21930.0;20258.0;10107.0;393.0;5.0;16331.0;51.0;1.0;0.0;6.0
166.0;176500.0;314500.0;2;0.0;532.0;578.0;191.0;66.0;313.0;313.0;3195.0;185.0;18112.0;11688.0;1037.0;22451.0;21170.0;9978.0;274.0;4.0;16598.0;51.0;1.0;0.0;6.0
167.0;177500.0;314500.0;1;0.0;112.0;947.0;14.0;105.0;359.0;359.0;2796.0;215.0;18596.0;11840.0;1173.0;22974.0;21952.0;10000.0;91.0;0.0;16928.0;34.0;1.0;0.0;6.0
168.0;178500.0;314500.0;2;0.0;889.0;161.0;30.0;319.0;319.0;9.0;319.0;816.0;12447.0;25320.0;6186.0;23054.0;361.0;25248.0;27.0;5.0;802.0;51.0;16.0;0.0;6.0
169.0;179500.0;314500.0;2;0.0;162.0;349.0;299.0;296.0;1045.0;296.0;1045.0;606.0;12283.0;24698.0;5796.0;22742.0;377.0;24618.0;339.0;4.0;766.0;51.0;1.0;0.0;6.0
170.0;180500.0;314500.0;1;0.0;3.0;1187.0;559.0;89.0;848.0;580.0;2045.0;1179.0;12002.0;23795.0;5248.0;22235.0;1256.0;23707.0;496.0;3.0;1338.0;20.0;1.0;0.0;6.0
172.0;182500.0;314500.0;1;4.0;269.0;276.0;1002.0;146.0;160.0;1208.0;2236.0;1214.0;11800.0;22900.0;4847.0;21762.0;2239.0;22802.0;439.0;5.0;2235.0;51.0;1.0;0.0;6.0
175.0;185500.0;314500.0;2;9.0;886.0;227.0;775.0;1104.0;668.0;921.0;1614.0;740.0;11681.0;22014.0;4630.0;21326.0;3232.0;21906.0;520.0;5.0;3185.0;51.0;11.0;0.0;6.0
179.0;189500.0;314500.0;1;3.0;6.0;169.0;440.0;370.0;101.0;619.0;1155.0;796.0;11646.0;21138.0;4624.0;20928.0;4229.0;21020.0;163.0;5.0;4148.0;20.0;1.0;0.0;6.0
180.0;190500.0;314500.0;3;3.0;302.0;472.0;165.0;464.0;424.0;252.0;1234.0;166.0;11697.0;20274.0;4830.0;20571.0;5227.0;20144.0;288.0;5.0;5126.0;51.0;1.0;0.0;6.0
184.0;194500.0;314500.0;1;0.0;755.0;425.0;830.0;932.0;988.0;855.0;1567.0;997.0;11833.0;19423.0;5223.0;20258.0;6225.0;19280.0;92.0;5.0;6111.0;51.0;2.0;0.0;6.0
186.0;196500.0;314500.0;2;2.0;0.0;465.0;460.0;48.0;1846.0;1495.0;1825.0;1510.0;12049.0;18586.0;5753.0;19989.0;7224.0;18430.0;907.0;2.0;7100.0;20.0;1.0;0.0;6.0
188.0;198500.0;314500.0;1;0.0;462.0;1146.0;1062.0;346.0;2800.0;2059.0;2476.0;1148.0;12338.0;17767.0;4821.0;19768.0;8223.0;17596.0;933.0;5.0;8091.0;51.0;1.0;0.0;6.0
190.0;173820.430110063;315608.60215255;2;0.0;620.0;651.0;219.0;173.0;3777.0;2557.0;3002.0;461.0;12699.0;16967.0;3829.0;19595.0;9223.0;16780.0;462.0;5.0;9085.0;51.0;1.0;0.0;6.0
193.0;176500.0;315500.0;1;0.0;976.0;0.0;911.0;562.0;3949.0;2440.0;2912.0;975.0;13126.0;16189.0;2842.0;19472.0;10222.0;15985.0;764.0;5.0;10072.0;60.0;11.0;0.0;6.0
194.0;177500.0;315500.0;3;1.0;853.0;147.0;1148.0;195.0;3237.0;2466.0;3059.0;768.0;13614.0;15437.0;1870.0;19400.0;11222.0;15214.0;321.0;5.0;11061.0;51.0;1.0;0.0;6.0
197.0;180500.0;315500.0;3;2.0;1162.0;164.0;881.0;851.0;2714.0;1923.0;2787.0;1044.0;14156.0;14714.0;880.0;19379.0;12221.0;14471.0;438.0;5.0;12051.0;51.0;1.0;0.0;6.0
198.0;181500.0;315500.0;0;0.0;1808.0;211.0;0.0;1569.0;2155.0;925.0;2155.0;1368.0;14746.0;14024.0;0.0;19410.0;13221.0;13680.0;108.0;5.0;13043.0;41.0;1.0;0.0;6.0
199.0;182500.0;315500.0;1;1.0;1081.0;0.0;90.0;993.0;1171.0;11.0;1171.0;843.0;15378.0;13374.0;80.0;19492.0;14221.0;12903.0;104.0;5.0;14035.0;60.0;11.0;0.0;6.0
202.0;185500.0;315500.0;1;2.0;201.0;685.0;0.0;299.0;208.0;299.0;208.0;0.0;15859.0;12769.0;1068.0;19625.0;15220.0;12157.0;21.0;5.0;15027.0;44.0;1.0;0.0;6.0
204.0;187500.0;315500.0;2;0.0;284.0;1027.0;77.0;245.0;782.0;907.0;782.0;862.0;15904.0;12216.0;2067.0;19808.0;16220.0;11451.0;422.0;5.0;15585.0;51.0;1.0;0.0;6.0
205.0;188500.0;315500.0;2;1.0;1039.0;398.0;1072.0;446.0;714.0;470.0;1778.0;481.0;16012.0;11723.0;3067.0;20038.0;17220.0;10791.0;396.0;5.0;15425.0;51.0;1.0;0.0;6.0
206.0;189500.0;315500.0;2;1.0;96.0;830.0;574.0;250.0;250.0;131.0;2686.0;484.0;16181.0;11296.0;3470.0;20316.0;18220.0;10187.0;396.0;5.0;15329.0;51.0;1.0;0.0;6.0
207.0;190500.0;315500.0;3;0.0;548.0;983.0;496.0;922.0;597.0;168.0;3107.0;1430.0;16421.0;10965.0;2805.0;20648.0;19205.0;9670.0;126.0;5.0;15314.0;51.0;1.0;0.0;6.0
208.0;191500.0;315500.0;1;0.0;370.0;557.0;1020.0;500.0;214.0;165.0;3555.0;1585.0;16819.0;10871.0;2234.0;21114.0;20100.0;9395.0;287.0;5.0;15495.0;51.0;1.0;0.0;6.0
209.0;192500.0;315500.0;5;0.0;1030.0;326.0;0.0;464.0;638.0;623.0;638.0;520.0;11790.0;25006.0;5662.0;22455.0;387.0;24946.0;16.0;5.0;353.0;43.0;16.0;0.0;6.0
210.0;193500.0;315500.0;4;0.0;743.0;141.0;0.0;96.0;1230.0;572.0;1230.0;3.0;11338.0;24293.0;5026.0;21896.0;527.0;24232.0;110.0;5.0;32.0;44.0;16.0;0.0;6.0
211.0;194500.0;315500.0;1;0.0;450.0;964.0;554.0;899.0;975.0;347.0;2174.0;909.0;11035.0;23375.0;4398.0;21369.0;1327.0;23305.0;516.0;4.0;1032.0;51.0;1.0;0.0;6.0
213.0;196500.0;315500.0;1;4.0;149.0;505.0;761.0;5.0;5.0;1304.0;2992.0;1908.0;10815.0;22463.0;3910.0;20877.0;2290.0;22385.0;410.0;1.0;2032.0;51.0;1.0;0.0;6.0
215.0;198500.0;315500.0;0;7.0;957.0;0.0;1616.0;581.0;480.0;1911.0;2449.0;1380.0;10684.0;21559.0;3638.0;20421.0;3275.0;21472.0;589.0;5.0;3005.0;51.0;11.0;0.0;6.0
220.0;175500.0;316500.0;23;0.0;343.0;590.0;891.0;53.0;291.0;1410.0;2142.0;527.0;10646.0;20664.0;3631.0;20006.0;4267.0;20566.0;107.0;4.0;3990.0;51.0;1.0;0.0;6.0
